"Realtime Throughput",
Date,"Total Upload/RX (Mbps)",Date,"Total Download/RX (Mbps)",Date,"UL + DL Sum/RX (Mbps)",
"2021-06-15T05:10:17.463 UTC",0,"2021-06-15T05:10:17.463 UTC",0,"2021-06-15T05:10:17.463 UTC",0,
"2021-06-15T05:10:18.481 UTC",0,"2021-06-15T05:10:18.481 UTC",0,"2021-06-15T05:10:18.481 UTC",0,
"2021-06-15T05:10:19.492 UTC",0,"2021-06-15T05:10:19.492 UTC",0,"2021-06-15T05:10:19.492 UTC",0,
"2021-06-15T05:10:20.501 UTC",0,"2021-06-15T05:10:20.501 UTC",0,"2021-06-15T05:10:20.501 UTC",0,
"2021-06-15T05:10:21.511 UTC",0,"2021-06-15T05:10:21.511 UTC",0,"2021-06-15T05:10:21.511 UTC",0,
"2021-06-15T05:10:22.521 UTC",0,"2021-06-15T05:10:22.521 UTC",0,"2021-06-15T05:10:22.521 UTC",0,
"2021-06-15T05:10:23.531 UTC",0,"2021-06-15T05:10:23.531 UTC",0,"2021-06-15T05:10:23.531 UTC",0,
"2021-06-15T05:10:24.540 UTC",0,"2021-06-15T05:10:24.540 UTC",0,"2021-06-15T05:10:24.540 UTC",0,
"2021-06-15T05:10:25.550 UTC",0,"2021-06-15T05:10:25.550 UTC",0,"2021-06-15T05:10:25.550 UTC",0,
"2021-06-15T05:10:26.559 UTC",0,"2021-06-15T05:10:26.559 UTC",0,"2021-06-15T05:10:26.559 UTC",0,
"2021-06-15T05:10:27.571 UTC",0,"2021-06-15T05:10:27.571 UTC",0,"2021-06-15T05:10:27.571 UTC",0,
"2021-06-15T05:10:28.581 UTC",10.08372,"2021-06-15T05:10:28.581 UTC",0,"2021-06-15T05:10:28.581 UTC",10.08372,
"2021-06-15T05:10:29.593 UTC",11.68377,"2021-06-15T05:10:29.593 UTC",0,"2021-06-15T05:10:29.593 UTC",11.68377,
"2021-06-15T05:10:30.605 UTC",11.47304,"2021-06-15T05:10:30.605 UTC",0,"2021-06-15T05:10:30.605 UTC",11.47304,
"2021-06-15T05:10:31.615 UTC",11.41975,"2021-06-15T05:10:31.615 UTC",0,"2021-06-15T05:10:31.615 UTC",11.41975,
"2021-06-15T05:10:32.627 UTC",11.23012,"2021-06-15T05:10:32.627 UTC",0,"2021-06-15T05:10:32.627 UTC",11.23012,
"2021-06-15T05:10:33.639 UTC",10.81312,"2021-06-15T05:10:33.639 UTC",0,"2021-06-15T05:10:33.639 UTC",10.81312,
"2021-06-15T05:10:34.651 UTC",10.81007,"2021-06-15T05:10:34.651 UTC",0,"2021-06-15T05:10:34.651 UTC",10.81007,
"2021-06-15T05:10:35.662 UTC",11.06726,"2021-06-15T05:10:35.662 UTC",0,"2021-06-15T05:10:35.662 UTC",11.06726,
"2021-06-15T05:10:36.673 UTC",11.61861,"2021-06-15T05:10:36.673 UTC",0,"2021-06-15T05:10:36.673 UTC",11.61861,
"2021-06-15T05:10:37.684 UTC",11.61861,"2021-06-15T05:10:37.684 UTC",0,"2021-06-15T05:10:37.684 UTC",11.61861,
"2021-06-15T05:10:38.696 UTC",11.62795,"2021-06-15T05:10:38.696 UTC",0,"2021-06-15T05:10:38.696 UTC",11.62795,
"2021-06-15T05:10:39.708 UTC",11.61159,"2021-06-15T05:10:39.708 UTC",0,"2021-06-15T05:10:39.708 UTC",11.61159,
"2021-06-15T05:10:40.720 UTC",11.56664,"2021-06-15T05:10:40.720 UTC",0,"2021-06-15T05:10:40.720 UTC",11.56664,
"2021-06-15T05:10:41.730 UTC",10.60263,"2021-06-15T05:10:41.730 UTC",0,"2021-06-15T05:10:41.730 UTC",10.60263,
"2021-06-15T05:10:42.741 UTC",9.84464,"2021-06-15T05:10:42.741 UTC",0,"2021-06-15T05:10:42.741 UTC",9.84464,
"2021-06-15T05:10:43.751 UTC",9.59597,"2021-06-15T05:10:43.751 UTC",0,"2021-06-15T05:10:43.751 UTC",9.59597,
"2021-06-15T05:10:44.762 UTC",10.45975,"2021-06-15T05:10:44.762 UTC",0,"2021-06-15T05:10:44.762 UTC",10.45975,
"2021-06-15T05:10:45.774 UTC",10.96133,"2021-06-15T05:10:45.774 UTC",0,"2021-06-15T05:10:45.774 UTC",10.96133,
"2021-06-15T05:10:46.787 UTC",11.21786,"2021-06-15T05:10:46.787 UTC",0,"2021-06-15T05:10:46.787 UTC",11.21786,
"2021-06-15T05:10:47.797 UTC",11.58713,"2021-06-15T05:10:47.797 UTC",0,"2021-06-15T05:10:47.797 UTC",11.58713,
"2021-06-15T05:10:48.810 UTC",11.62902,"2021-06-15T05:10:48.810 UTC",0,"2021-06-15T05:10:48.810 UTC",11.62902,
"2021-06-15T05:10:49.820 UTC",11.61414,"2021-06-15T05:10:49.820 UTC",0,"2021-06-15T05:10:49.820 UTC",11.61414,
"2021-06-15T05:10:50.831 UTC",11.5816,"2021-06-15T05:10:50.831 UTC",0,"2021-06-15T05:10:50.831 UTC",11.5816,
"2021-06-15T05:10:51.842 UTC",11.4341,"2021-06-15T05:10:51.842 UTC",0,"2021-06-15T05:10:51.842 UTC",11.4341,
"2021-06-15T05:10:52.853 UTC",11.46767,"2021-06-15T05:10:52.853 UTC",0,"2021-06-15T05:10:52.853 UTC",11.46767,
"2021-06-15T05:10:53.865 UTC",11.59431,"2021-06-15T05:10:53.865 UTC",0,"2021-06-15T05:10:53.865 UTC",11.59431,
"2021-06-15T05:10:54.876 UTC",11.60598,"2021-06-15T05:10:54.876 UTC",0,"2021-06-15T05:10:54.876 UTC",11.60598,
"2021-06-15T05:10:55.889 UTC",10.87944,"2021-06-15T05:10:55.889 UTC",0,"2021-06-15T05:10:55.889 UTC",10.87944,
"2021-06-15T05:10:56.901 UTC",10.58281,"2021-06-15T05:10:56.901 UTC",0,"2021-06-15T05:10:56.901 UTC",10.58281,
"2021-06-15T05:10:57.919 UTC",10.58347,"2021-06-15T05:10:57.919 UTC",0,"2021-06-15T05:10:57.919 UTC",10.58347,
"2021-06-15T05:10:58.932 UTC",11.32067,"2021-06-15T05:10:58.932 UTC",0,"2021-06-15T05:10:58.932 UTC",11.32067,
"2021-06-15T05:10:59.942 UTC",11.5441,"2021-06-15T05:10:59.942 UTC",0,"2021-06-15T05:10:59.942 UTC",11.5441,
"2021-06-15T05:11:00.953 UTC",11.49313,"2021-06-15T05:11:00.953 UTC",0,"2021-06-15T05:11:00.953 UTC",11.49313,
"2021-06-15T05:11:01.964 UTC",11.48474,"2021-06-15T05:11:01.964 UTC",0,"2021-06-15T05:11:01.964 UTC",11.48474,
"2021-06-15T05:11:02.977 UTC",11.52019,"2021-06-15T05:11:02.977 UTC",0,"2021-06-15T05:11:02.977 UTC",11.52019,
"2021-06-15T05:11:03.991 UTC",11.51624,"2021-06-15T05:11:03.991 UTC",0,"2021-06-15T05:11:03.991 UTC",11.51624,
"2021-06-15T05:11:05.002 UTC",11.49227,"2021-06-15T05:11:05.002 UTC",0,"2021-06-15T05:11:05.002 UTC",11.49227,
"2021-06-15T05:11:06.013 UTC",11.51778,"2021-06-15T05:11:06.013 UTC",0,"2021-06-15T05:11:06.013 UTC",11.51778,
"2021-06-15T05:11:07.026 UTC",11.56112,"2021-06-15T05:11:07.026 UTC",0,"2021-06-15T05:11:07.026 UTC",11.56112,
"2021-06-15T05:11:08.038 UTC",11.46726,"2021-06-15T05:11:08.038 UTC",0,"2021-06-15T05:11:08.038 UTC",11.46726,
"2021-06-15T05:11:09.052 UTC",11.46726,"2021-06-15T05:11:09.052 UTC",0,"2021-06-15T05:11:09.052 UTC",11.46726,
"2021-06-15T05:11:10.065 UTC",11.44747,"2021-06-15T05:11:10.065 UTC",0,"2021-06-15T05:11:10.065 UTC",11.44747,
"2021-06-15T05:11:11.076 UTC",10.07046,"2021-06-15T05:11:11.076 UTC",0,"2021-06-15T05:11:11.076 UTC",10.07046,
"2021-06-15T05:11:12.087 UTC",9.07054,"2021-06-15T05:11:12.087 UTC",0,"2021-06-15T05:11:12.087 UTC",9.07054,
"2021-06-15T05:11:13.098 UTC",9.07054,"2021-06-15T05:11:13.098 UTC",0,"2021-06-15T05:11:13.098 UTC",9.07054,
"2021-06-15T05:11:14.110 UTC",9.29859,"2021-06-15T05:11:14.110 UTC",0,"2021-06-15T05:11:14.110 UTC",9.29859,
