"Rx Errors",
Date,"cv_udp-1.2-1.wlan000--1.0.0-A/Errors",Date,"cv_udp-1.2-1.wlan000--1.0.0-B/Errors",Date,"cv_tcp-1.2-1.wlan000--1.0.0-A/Errors",Date,"cv_tcp-1.2-1.wlan000--1.0.0-B/Errors",
"2021-06-15T05:10:27.570 UTC",0,"2021-06-15T05:10:27.570 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:10:28.581 UTC",0,"2021-06-15T05:10:28.581 UTC",321,NA,NA,NA,NA,
"2021-06-15T05:10:29.592 UTC",0,"2021-06-15T05:10:29.592 UTC",134,NA,NA,NA,NA,
"2021-06-15T05:10:30.604 UTC",0,"2021-06-15T05:10:30.604 UTC",180,NA,NA,NA,NA,
"2021-06-15T05:10:31.615 UTC",0,"2021-06-15T05:10:31.615 UTC",218,NA,NA,NA,NA,
"2021-06-15T05:10:32.626 UTC",0,"2021-06-15T05:10:32.626 UTC",345,NA,NA,NA,NA,
"2021-06-15T05:10:33.639 UTC",0,"2021-06-15T05:10:33.639 UTC",423,NA,NA,NA,NA,
"2021-06-15T05:10:34.650 UTC",0,"2021-06-15T05:10:34.650 UTC",450,NA,NA,NA,NA,
"2021-06-15T05:10:35.661 UTC",0,"2021-06-15T05:10:35.661 UTC",472,NA,NA,NA,NA,
"2021-06-15T05:10:36.672 UTC",0,"2021-06-15T05:10:36.672 UTC",523,NA,NA,NA,NA,
"2021-06-15T05:10:37.683 UTC",0,"2021-06-15T05:10:37.683 UTC",523,NA,NA,NA,NA,
"2021-06-15T05:10:38.696 UTC",0,"2021-06-15T05:10:38.696 UTC",654,NA,NA,NA,NA,
"2021-06-15T05:10:39.707 UTC",0,"2021-06-15T05:10:39.707 UTC",778,NA,NA,NA,NA,
"2021-06-15T05:10:40.719 UTC",0,"2021-06-15T05:10:40.719 UTC",857,NA,NA,NA,NA,
"2021-06-15T05:10:41.730 UTC",0,"2021-06-15T05:10:41.730 UTC",938,NA,NA,NA,NA,
"2021-06-15T05:10:42.740 UTC",0,"2021-06-15T05:10:42.740 UTC",1019,NA,NA,NA,NA,
"2021-06-15T05:10:43.751 UTC",0,"2021-06-15T05:10:43.751 UTC",1079,NA,NA,NA,NA,
"2021-06-15T05:10:44.761 UTC",0,"2021-06-15T05:10:44.761 UTC",1201,NA,NA,NA,NA,
"2021-06-15T05:10:45.774 UTC",0,"2021-06-15T05:10:45.774 UTC",1261,NA,NA,NA,NA,
"2021-06-15T05:10:46.786 UTC",0,"2021-06-15T05:10:46.786 UTC",1375,NA,NA,NA,NA,
"2021-06-15T05:10:47.797 UTC",0,"2021-06-15T05:10:47.797 UTC",1457,NA,NA,NA,NA,
"2021-06-15T05:10:48.810 UTC",0,"2021-06-15T05:10:48.810 UTC",1552,NA,NA,NA,NA,
"2021-06-15T05:10:49.819 UTC",0,"2021-06-15T05:10:49.819 UTC",1647,NA,NA,NA,NA,
"2021-06-15T05:10:50.830 UTC",0,"2021-06-15T05:10:50.830 UTC",1758,NA,NA,NA,NA,
"2021-06-15T05:10:51.842 UTC",0,"2021-06-15T05:10:51.842 UTC",1830,NA,NA,NA,NA,
"2021-06-15T05:10:52.853 UTC",0,"2021-06-15T05:10:52.853 UTC",1953,NA,NA,NA,NA,
