"Realtime Throughput",
Date,"Total Upload/RX (Mbps)",Date,"Total Download/RX (Mbps)",Date,"UL + DL Sum/RX (Mbps)",
"2021-06-08T12:15:08.438 UTC",0,"2021-06-08T12:15:08.438 UTC",0,"2021-06-08T12:15:08.438 UTC",0,
"2021-06-08T12:15:09.455 UTC",0,"2021-06-08T12:15:09.455 UTC",0,"2021-06-08T12:15:09.455 UTC",0,
"2021-06-08T12:15:10.464 UTC",0,"2021-06-08T12:15:10.464 UTC",0,"2021-06-08T12:15:10.464 UTC",0,
"2021-06-08T12:15:11.475 UTC",0,"2021-06-08T12:15:11.475 UTC",0,"2021-06-08T12:15:11.475 UTC",0,
"2021-06-08T12:15:12.485 UTC",0,"2021-06-08T12:15:12.485 UTC",0,"2021-06-08T12:15:12.485 UTC",0,
"2021-06-08T12:15:13.494 UTC",0,"2021-06-08T12:15:13.494 UTC",0,"2021-06-08T12:15:13.494 UTC",0,
"2021-06-08T12:15:14.504 UTC",0,"2021-06-08T12:15:14.504 UTC",0,"2021-06-08T12:15:14.504 UTC",0,
"2021-06-08T12:15:15.516 UTC",0,"2021-06-08T12:15:15.516 UTC",0,"2021-06-08T12:15:15.516 UTC",0,
"2021-06-08T12:15:16.526 UTC",0,"2021-06-08T12:15:16.526 UTC",0,"2021-06-08T12:15:16.526 UTC",0,
"2021-06-08T12:15:17.535 UTC",58.17248,"2021-06-08T12:15:17.535 UTC",112.92512,"2021-06-08T12:15:17.535 UTC",171.0976,
"2021-06-08T12:15:18.546 UTC",179.60972,"2021-06-08T12:15:18.546 UTC",162.37085,"2021-06-08T12:15:18.546 UTC",341.98057,
"2021-06-08T12:15:19.557 UTC",177.00236,"2021-06-08T12:15:19.557 UTC",159.8415,"2021-06-08T12:15:19.557 UTC",336.84386,
"2021-06-08T12:15:20.568 UTC",178.03306,"2021-06-08T12:15:20.568 UTC",161.9472,"2021-06-08T12:15:20.568 UTC",339.98026,
"2021-06-08T12:15:21.579 UTC",177.59258,"2021-06-08T12:15:21.579 UTC",162.19942,"2021-06-08T12:15:21.579 UTC",339.792,
"2021-06-08T12:15:22.592 UTC",176.60186,"2021-06-08T12:15:22.592 UTC",162.07542,"2021-06-08T12:15:22.592 UTC",338.67728,
"2021-06-08T12:15:23.602 UTC",176.3413,"2021-06-08T12:15:23.602 UTC",162.69577,"2021-06-08T12:15:23.602 UTC",339.03707,
"2021-06-08T12:15:24.615 UTC",175.66166,"2021-06-08T12:15:24.615 UTC",162.48842,"2021-06-08T12:15:24.615 UTC",338.15007,
"2021-06-08T12:15:25.629 UTC",165.4768,"2021-06-08T12:15:25.629 UTC",167.5761,"2021-06-08T12:15:25.629 UTC",333.0529,
"2021-06-08T12:15:26.640 UTC",147.66798,"2021-06-08T12:15:26.640 UTC",168.2281,"2021-06-08T12:15:26.640 UTC",315.89608,
"2021-06-08T12:15:27.651 UTC",149.57406,"2021-06-08T12:15:27.651 UTC",168.92268,"2021-06-08T12:15:27.651 UTC",318.49675,
"2021-06-08T12:15:28.662 UTC",161.34828,"2021-06-08T12:15:28.662 UTC",160.91578,"2021-06-08T12:15:28.662 UTC",322.26406,
"2021-06-08T12:15:29.672 UTC",170.30225,"2021-06-08T12:15:29.672 UTC",153.64643,"2021-06-08T12:15:29.672 UTC",323.94868,
"2021-06-08T12:15:30.683 UTC",168.95461,"2021-06-08T12:15:30.683 UTC",154.28133,"2021-06-08T12:15:30.683 UTC",323.23593,
"2021-06-08T12:15:31.694 UTC",168.21669,"2021-06-08T12:15:31.694 UTC",155.38586,"2021-06-08T12:15:31.694 UTC",323.60255,
"2021-06-08T12:15:32.705 UTC",184.82159,"2021-06-08T12:15:32.705 UTC",151.36374,"2021-06-08T12:15:32.705 UTC",336.18532,
"2021-06-08T12:15:33.716 UTC",210.22776,"2021-06-08T12:15:33.716 UTC",136.77279,"2021-06-08T12:15:33.716 UTC",347.00055,
"2021-06-08T12:15:34.728 UTC",231.1058,"2021-06-08T12:15:34.728 UTC",123.54814,"2021-06-08T12:15:34.728 UTC",354.65394,
"2021-06-08T12:15:35.739 UTC",231.1058,"2021-06-08T12:15:35.739 UTC",120.50971,"2021-06-08T12:15:35.739 UTC",351.61551,
"2021-06-08T12:15:36.813 UTC",251.18819,"2021-06-08T12:15:36.813 UTC",120.50971,"2021-06-08T12:15:36.813 UTC",371.6979,
"2021-06-08T12:15:37.825 UTC",267.83147,"2021-06-08T12:15:37.825 UTC",109.78054,"2021-06-08T12:15:37.825 UTC",377.61201,
"2021-06-08T12:15:38.836 UTC",284.42231,"2021-06-08T12:15:38.836 UTC",101.69369,"2021-06-08T12:15:38.836 UTC",386.116,
"2021-06-08T12:15:39.846 UTC",282.45151,"2021-06-08T12:15:39.846 UTC",102.18838,"2021-06-08T12:15:39.846 UTC",384.63988,
"2021-06-08T12:15:40.857 UTC",273.03451,"2021-06-08T12:15:40.857 UTC",106.02201,"2021-06-08T12:15:40.857 UTC",379.05652,
"2021-06-08T12:15:41.867 UTC",282.9595,"2021-06-08T12:15:41.867 UTC",100.11849,"2021-06-08T12:15:41.867 UTC",383.078,
