Channel	Frequency	Security	NSS	Cfg-Mode	Bandwidth	Pkt	Traffic-Type	Direction	Tx-Mode-Rpt	Tx-NSS-Rpt	Tx-MCS	Tx-BW-Rpt	Rx-Mode-Rpt	Rx-NSS-Rpt	Rx-MCS	Rx-BW-Rpt	RSSI dBm	Tx-Phy-Rate	Rx-Phy-Rate
40	5200	WPA2	4	AUTO	20	60	UDP	DUT-TX	VHT	4	1	20	4	VHT	1	20	-64 [-69, -77, -69, -64]	57.8 MBit/s VHT-MCS 1 short GI VHT-NSS 4	346.7 MBit/s VHT-MCS 8 short GI VHT-NSS 4
40	5200	WPA2	4	AUTO	20	60	UDP	DUT-RX	VHT	4	8	20	4	VHT	8	20	-61 [-72, -78, -69, -67]	346.7 MBit/s VHT-MCS 8 short GI VHT-NSS 4	346.7 MBit/s VHT-MCS 8 short GI VHT-NSS 4
40	5200	WPA2	4	AUTO	20	142	UDP	DUT-TX	VHT	4	8	20	4	VHT	8	20	-68 [-71, -77, -72, -70]	346.7 MBit/s VHT-MCS 8 short GI VHT-NSS 4	385.3 MBit/s VHT-MCS 9 short GI VHT-NSS 4
40	5200	WPA2	4	AUTO	20	142	UDP	DUT-RX	VHT	4	7	20	4	VHT	7	20	-61 [-70, -78, -74, -66]	288.9 MBit/s VHT-MCS 7 short GI VHT-NSS 4	346.7 MBit/s VHT-MCS 8 short GI VHT-NSS 4
40	5200	WPA2	4	AUTO	20	142	TCP	DUT-TX	VHT	4	8	20	3	VHT	8	20	-67 [-70, -78, -71, -67]	346.7 MBit/s VHT-MCS 8 short GI VHT-NSS 4	289.0 MBit/s VHT-MCS 9 short GI VHT-NSS 3
40	5200	WPA2	4	AUTO	20	142	TCP	DUT-RX	VHT	4	8	20	3	VHT	8	20	-66 [-72, -78, -69, -68]	346.7 MBit/s VHT-MCS 8 short GI VHT-NSS 4	289.0 MBit/s VHT-MCS 9 short GI VHT-NSS 3
40	5200	WPA2	4	AUTO	20	256	UDP	DUT-TX	VHT	4	8	20	4	VHT	8	20	-66 [-70, -78, -69, -67]	346.7 MBit/s VHT-MCS 8 short GI VHT-NSS 4	346.7 MBit/s VHT-MCS 8 short GI VHT-NSS 4
40	5200	WPA2	4	AUTO	20	256	UDP	DUT-RX	VHT	4	6	20	4	VHT	6	20	-60 [-70, -76, -73, -64]	260.0 MBit/s VHT-MCS 6 short GI VHT-NSS 4	346.7 MBit/s VHT-MCS 8 short GI VHT-NSS 4
40	5200	WPA2	4	AUTO	20	256	TCP	DUT-TX	VHT	4	8	20	3	VHT	8	20	-67 [-73, -77, -70, -67]	346.7 MBit/s VHT-MCS 8 short GI VHT-NSS 4	289.0 MBit/s VHT-MCS 9 short GI VHT-NSS 3
40	5200	WPA2	4	AUTO	20	256	TCP	DUT-RX	VHT	4	8	20	4	VHT	8	20	-66 [-71, -77, -69, -67]	346.7 MBit/s VHT-MCS 8 short GI VHT-NSS 4	288.9 MBit/s VHT-MCS 7 short GI VHT-NSS 4
40	5200	WPA2	4	AUTO	20	512	UDP	DUT-TX	VHT	4	8	20	4	VHT	8	20	-67 [-70, -76, -70, -67]	346.7 MBit/s VHT-MCS 8 short GI VHT-NSS 4	288.9 MBit/s VHT-MCS 7 short GI VHT-NSS 4
40	5200	WPA2	4	AUTO	20	512	UDP	DUT-RX	VHT	4	8	20	4	VHT	8	20	-61 [-72, -76, -69, -66]	346.7 MBit/s VHT-MCS 8 short GI VHT-NSS 4	288.9 MBit/s VHT-MCS 7 short GI VHT-NSS 4
40	5200	WPA2	4	AUTO	20	512	TCP	DUT-TX	VHT	4	8	20	3	VHT	8	20	-66 [-71, -78, -69, -66]	346.7 MBit/s VHT-MCS 8 short GI VHT-NSS 4	289.0 MBit/s VHT-MCS 9 short GI VHT-NSS 3
40	5200	WPA2	4	AUTO	20	512	TCP	DUT-RX	VHT	4	8	20	3	VHT	8	20	-67 [-70, -77, -71, -68]	346.7 MBit/s VHT-MCS 8 short GI VHT-NSS 4	289.0 MBit/s VHT-MCS 9 short GI VHT-NSS 3
40	5200	WPA2	4	AUTO	20	1024	UDP	DUT-TX	VHT	4	8	20	4	VHT	8	20	-66 [-69, -77, -73, -68]	346.7 MBit/s VHT-MCS 8 short GI VHT-NSS 4	312.0 MBit/s VHT-MCS 8 VHT-NSS 4
40	5200	WPA2	4	AUTO	20	1024	UDP	DUT-RX	VHT	4	7	20	4	VHT	7	20	-61 [-71, -79, -71, -67]	288.9 MBit/s VHT-MCS 7 short GI VHT-NSS 4	346.7 MBit/s VHT-MCS 8 short GI VHT-NSS 4
40	5200	WPA2	4	AUTO	20	1024	TCP	DUT-TX	VHT	4	7	20	4	VHT	7	20	-65 [-73, -79, -69, -65]	288.9 MBit/s VHT-MCS 7 short GI VHT-NSS 4	288.9 MBit/s VHT-MCS 7 short GI VHT-NSS 4
40	5200	WPA2	4	AUTO	20	1024	TCP	DUT-RX	VHT	3	8	20	4	VHT	8	20	-65 [-68, -77, -69, -68]	260.0 MBit/s VHT-MCS 8 short GI VHT-NSS 3	346.7 MBit/s VHT-MCS 8 short GI VHT-NSS 4
