"Rx Errors",
Date,"cv_udp-1.2-1.wlan000--1.0.0-A/Errors",Date,"cv_udp-1.2-1.wlan000--1.0.0-B/Errors",Date,"cv_tcp-1.2-1.wlan000--1.0.0-A/Errors",Date,"cv_tcp-1.2-1.wlan000--1.0.0-B/Errors",
"2021-06-15T05:41:53.030 UTC",0,"2021-06-15T05:41:53.030 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:41:54.041 UTC",0,"2021-06-15T05:41:54.041 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:41:55.053 UTC",0,"2021-06-15T05:41:55.053 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:41:56.070 UTC",4,"2021-06-15T05:41:56.070 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:41:57.081 UTC",4,"2021-06-15T05:41:57.081 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:41:58.091 UTC",6,"2021-06-15T05:41:58.091 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:41:59.101 UTC",6,"2021-06-15T05:41:59.101 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:42:00.112 UTC",8,"2021-06-15T05:42:00.112 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:42:01.122 UTC",11,"2021-06-15T05:42:01.122 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:42:02.131 UTC",11,"2021-06-15T05:42:02.131 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:42:03.141 UTC",14,"2021-06-15T05:42:03.141 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:42:04.151 UTC",15,"2021-06-15T05:42:04.151 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:42:05.162 UTC",16,"2021-06-15T05:42:05.162 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:42:06.171 UTC",17,"2021-06-15T05:42:06.171 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:42:07.181 UTC",21,"2021-06-15T05:42:07.181 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:42:08.193 UTC",22,"2021-06-15T05:42:08.193 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:42:09.203 UTC",23,"2021-06-15T05:42:09.203 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:42:10.213 UTC",24,"2021-06-15T05:42:10.213 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:42:11.222 UTC",24,"2021-06-15T05:42:11.222 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:42:12.236 UTC",26,"2021-06-15T05:42:12.236 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:42:13.253 UTC",27,"2021-06-15T05:42:13.253 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:42:14.263 UTC",29,"2021-06-15T05:42:14.263 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:42:15.273 UTC",29,"2021-06-15T05:42:15.273 UTC",0,NA,NA,NA,NA,
