Channel,Frequency,Security,NSS,Cfg-Mode,Bandwidth,Pkt,Traffic-Type,Direction,Tx-Mode-Rpt,Tx-NSS-Rpt,Tx-MCS,Tx-BW-Rpt,Rx-Mode-Rpt,Rx-NSS-Rpt,Rx-MCS,Rx-BW-Rpt,RSSI dBm,Tx-Phy-Rate,Rx-Phy-Rate
36,5180,WPA2,4,AUTO,80,60,UDP,DUT-TX,VHT,4,1,80,3,VHT,1,80,-53 [-57 -62 -53 -58],260.0 MBit/s VHT-MCS 1 80MHz short GI VHT-NSS 4,1300.0 MBit/s VHT-MCS 9 80MHz short GI VHT-NSS 3
36,5180,WPA2,4,AUTO,80,60,UDP,DUT-RX,VHT,4,9,80,3,VHT,9,80,-48 [-57 -62 -52 -57],1733.3 MBit/s VHT-MCS 9 80MHz short GI VHT-NSS 4,1300.0 MBit/s VHT-MCS 9 80MHz short GI VHT-NSS 3
36,5180,WPA2,4,AUTO,80,142,UDP,DUT-TX,VHT,4,9,80,3,VHT,9,80,-53 [-56 -62 -53 -57],1733.3 MBit/s VHT-MCS 9 80MHz short GI VHT-NSS 4,1300.0 MBit/s VHT-MCS 9 80MHz short GI VHT-NSS 3
36,5180,WPA2,4,AUTO,80,142,UDP,DUT-RX,VHT,4,9,80,3,VHT,9,80,-49 [-56 -62 -53 -57],1733.3 MBit/s VHT-MCS 9 80MHz short GI VHT-NSS 4,1300.0 MBit/s VHT-MCS 9 80MHz short GI VHT-NSS 3
36,5180,WPA2,4,AUTO,80,142,TCP,DUT-TX,VHT,4,8,80,3,VHT,8,80,-53 [-57 -62 -53 -58],1560.0 MBit/s VHT-MCS 8 80MHz short GI VHT-NSS 4,1300.0 MBit/s VHT-MCS 9 80MHz short GI VHT-NSS 3
36,5180,WPA2,4,AUTO,80,142,TCP,DUT-RX,VHT,4,8,80,3,VHT,8,80,-53 [-56 -62 -53 -58],1560.0 MBit/s VHT-MCS 8 80MHz short GI VHT-NSS 4,1300.0 MBit/s VHT-MCS 9 80MHz short GI VHT-NSS 3
36,5180,WPA2,4,AUTO,80,256,UDP,DUT-TX,VHT,4,8,80,3,VHT,8,80,-52 [-57 -62 -52 -58],1560.0 MBit/s VHT-MCS 8 80MHz short GI VHT-NSS 4,1300.0 MBit/s VHT-MCS 9 80MHz short GI VHT-NSS 3
36,5180,WPA2,4,AUTO,80,256,UDP,DUT-RX,VHT,4,9,80,3,VHT,9,80,-49 [-58 -62 -53 -58],1733.3 MBit/s VHT-MCS 9 80MHz short GI VHT-NSS 4,1300.0 MBit/s VHT-MCS 9 80MHz short GI VHT-NSS 3
36,5180,WPA2,4,AUTO,80,256,TCP,DUT-TX,VHT,4,9,80,3,VHT,9,80,-53 [-58 -62 -53 -59],1733.3 MBit/s VHT-MCS 9 80MHz short GI VHT-NSS 4,1300.0 MBit/s VHT-MCS 9 80MHz short GI VHT-NSS 3
36,5180,WPA2,4,AUTO,80,256,TCP,DUT-RX,VHT,4,9,80,3,VHT,9,80,-54 [-59 -63 -54 -59],1733.3 MBit/s VHT-MCS 9 80MHz short GI VHT-NSS 4,1300.0 MBit/s VHT-MCS 9 80MHz short GI VHT-NSS 3
36,5180,WPA2,4,AUTO,80,512,UDP,DUT-TX,VHT,4,7,80,3,VHT,7,80,-54 [-59 -64 -54 -59],1300.0 MBit/s VHT-MCS 7 80MHz short GI VHT-NSS 4,1300.0 MBit/s VHT-MCS 9 80MHz short GI VHT-NSS 3
36,5180,WPA2,4,AUTO,80,512,UDP,DUT-RX,VHT,4,9,80,3,VHT,9,80,-49 [-58 -62 -53 -58],1733.3 MBit/s VHT-MCS 9 80MHz short GI VHT-NSS 4,1300.0 MBit/s VHT-MCS 9 80MHz short GI VHT-NSS 3
36,5180,WPA2,4,AUTO,80,512,TCP,DUT-TX,VHT,4,9,80,3,VHT,9,80,-54 [-58 -64 -54 -58],1733.3 MBit/s VHT-MCS 9 80MHz short GI VHT-NSS 4,1300.0 MBit/s VHT-MCS 9 80MHz short GI VHT-NSS 3
36,5180,WPA2,4,AUTO,80,512,TCP,DUT-RX,VHT,4,9,80,3,VHT,9,80,-54 [-58 -63 -54 -59],1733.3 MBit/s VHT-MCS 9 80MHz short GI VHT-NSS 4,1300.0 MBit/s VHT-MCS 9 80MHz short GI VHT-NSS 3
36,5180,WPA2,4,AUTO,80,1024,UDP,DUT-TX,VHT,4,9,80,3,VHT,9,80,-54 [-58 -63 -54 -59],1733.3 MBit/s VHT-MCS 9 80MHz short GI VHT-NSS 4,1300.0 MBit/s VHT-MCS 9 80MHz short GI VHT-NSS 3
36,5180,WPA2,4,AUTO,80,1024,UDP,DUT-RX,VHT,4,9,80,3,VHT,9,80,-50 [-57 -62 -53 -58],1733.3 MBit/s VHT-MCS 9 80MHz short GI VHT-NSS 4,1300.0 MBit/s VHT-MCS 9 80MHz short GI VHT-NSS 3
36,5180,WPA2,4,AUTO,80,1024,TCP,DUT-TX,VHT,4,9,80,3,VHT,9,80,-54 [-59 -64 -54 -59],1733.3 MBit/s VHT-MCS 9 80MHz short GI VHT-NSS 4,1300.0 MBit/s VHT-MCS 9 80MHz short GI VHT-NSS 3
36,5180,WPA2,4,AUTO,80,1024,TCP,DUT-RX,VHT,4,9,80,3,VHT,9,80,-53 [-58 -62 -53 -58],1733.3 MBit/s VHT-MCS 9 80MHz short GI VHT-NSS 4,1300.0 MBit/s VHT-MCS 9 80MHz short GI VHT-NSS 3
