Channel	Frequency	Security	NSS	Cfg-Mode	Bandwidth	Pkt	Traffic-Type	Direction	Atten	Rotation	Offered-1m	Rx-Bps	Rx-Bps-1m	Rx-Bps-LL	Rx-Bps-3s	RSSI	Tx-Failed	Tx-Failed%	Tx-Rate	Rx-Rate	Rpt-Mode	Rpt-Mode-Brief
36	5180	WPA2	4	AUTO	160	60	UDP	DUT-TX	NA	NA	92.188 Mbps	41.444 Mbps	41.577 Mbps	138.589 Mbps	41.511 Mbps	-52	0 / 10082214	0	28.9 Mbps	1.3 Gbps	802.11an-AC	802.11ac
36	5180	WPA2	4	AUTO	160	60	UDP	DUT-RX	NA	NA	17.211 Mbps	17.078 Mbps	17.15 Mbps	57.168 Mbps	17.069 Mbps	-47	0 / 1906154	0	1733.3 Mbps	1.3 Gbps	802.11an-AC	802.11ac
36	5180	WPA2	4	AUTO	160	142	UDP	DUT-TX	NA	NA	292.565 Mbps	220.948 Mbps	220.951 Mbps	313.751 Mbps	229.427 Mbps	-53	0 / 5360018	0	1733.3 Mbps	1.3 Gbps	802.11an-AC	802.11ac
36	5180	WPA2	4	AUTO	160	142	UDP	DUT-RX	NA	NA	98.418 Mbps	98.332 Mbps	98.397 Mbps	139.724 Mbps	98.627 Mbps	-48	0 / 1857077	0	1560 Mbps	1.3 Gbps	802.11an-AC	802.11ac
36	5180	WPA2	4	AUTO	160	142	TCP	DUT-TX	NA	NA	72.577 Mbps	71.504 Mbps	71.593 Mbps	122.43 Mbps	70.387 Mbps	-53	0 / 1784027	0	1733.3 Mbps	1.3 Gbps	802.11an-AC	802.11ac
36	5180	WPA2	4	AUTO	160	142	TCP	DUT-RX	NA	NA	79.012 Mbps	73.351 Mbps	73.523 Mbps	125.654 Mbps	73.24 Mbps	-53	0 / 1821754	0	1300 Mbps	1.3 Gbps	802.11an-AC	802.11ac
36	5180	WPA2	4	AUTO	160	256	UDP	DUT-TX	NA	NA	1.105 Gbps	486.731 Mbps	488.373 Mbps	584.222 Mbps	491.426 Mbps	-53	0 / 9913766	0	1300 Mbps	1.3 Gbps	802.11an-AC	802.11ac
36	5180	WPA2	4	AUTO	160	256	UDP	DUT-RX	NA	NA	214.704 Mbps	212.047 Mbps	212.987 Mbps	254.789 Mbps	213.761 Mbps	-47	0 / 1881655	0	1733.3 Mbps	1.3 Gbps	802.11an-AC	802.11ac
36	5180	WPA2	4	AUTO	160	256	TCP	DUT-TX	NA	NA	180.616 Mbps	178.157 Mbps	179.037 Mbps	230.053 Mbps	180.896 Mbps	-53	0 / 1704750	0	1733.3 Mbps	1.3 Gbps	802.11an-AC	802.11ac
36	5180	WPA2	4	AUTO	160	256	TCP	DUT-RX	NA	NA	190.898 Mbps	187.23 Mbps	188.431 Mbps	242.098 Mbps	187.142 Mbps	-53	0 / 1857709	0	1733.3 Mbps	1.3 Gbps	802.11an-AC	802.11ac
