Channel	Frequency	Security	NSS	Cfg-Mode	Bandwidth	Pkt	Traffic-Type	Direction	Tx-Mode-Rpt	Tx-NSS-Rpt	Tx-MCS	Tx-BW-Rpt	Rx-Mode-Rpt	Rx-NSS-Rpt	Rx-MCS	Rx-BW-Rpt	RSSI dBm	Tx-Phy-Rate	Rx-Phy-Rate
36	5180	WPA2	4	AUTO	160	1024	TCP	DUT-TX	VHT	4	8	80	3	VHT	8	80	-54 [-58, -62, -54, -58]	1560.0 MBit/s VHT-MCS 8 80MHz short GI VHT-NSS 4	1300.0 MBit/s VHT-MCS 9 80MHz short GI VHT-NSS 3
36	5180	WPA2	4	AUTO	160	1024	TCP	DUT-RX	VHT	4	9	80	3	VHT	9	80	-54 [-58, -62, -54, -59]	1733.3 MBit/s VHT-MCS 9 80MHz short GI VHT-NSS 4	1300.0 MBit/s VHT-MCS 9 80MHz short GI VHT-NSS 3
36	5180	WPA2	4	AUTO	160	MTU	UDP	DUT-TX	VHT	4	9	80	3	VHT	9	80	-54 [-57, -62, -54, -59]	1733.3 MBit/s VHT-MCS 9 80MHz short GI VHT-NSS 4	1300.0 MBit/s VHT-MCS 9 80MHz short GI VHT-NSS 3
36	5180	WPA2	4	AUTO	160	MTU	UDP	DUT-RX	VHT	4	9	80	3	VHT	9	80	-49 [-58, -62, -54, -59]	1733.3 MBit/s VHT-MCS 9 80MHz short GI VHT-NSS 4	1300.0 MBit/s VHT-MCS 9 80MHz short GI VHT-NSS 3
36	5180	WPA2	4	AUTO	160	MTU	TCP	DUT-TX	VHT	4	9	80	3	VHT	9	80	-54 [-58, -62, -54, -59]	1733.3 MBit/s VHT-MCS 9 80MHz short GI VHT-NSS 4	1300.0 MBit/s VHT-MCS 9 80MHz short GI VHT-NSS 3
36	5180	WPA2	4	AUTO	160	MTU	TCP	DUT-RX	VHT	4	9	80	3	VHT	9	80	-48 [-58, -62, -54, -59]	1733.3 MBit/s VHT-MCS 9 80MHz short GI VHT-NSS 4	1300.0 MBit/s VHT-MCS 9 80MHz short GI VHT-NSS 3
36	5180	WPA2	4	AUTO	160	4000	UDP	DUT-TX	VHT	4	9	80	4	VHT	9	80	-54 [-58, -62, -54, -59]	1733.3 MBit/s VHT-MCS 9 80MHz short GI VHT-NSS 4	1300.0 MBit/s VHT-MCS 7 80MHz short GI VHT-NSS 4
36	5180	WPA2	4	AUTO	160	4000	UDP	DUT-RX	VHT	4	9	80	4	VHT	9	80	-49 [-58, -62, -54, -59]	1733.3 MBit/s VHT-MCS 9 80MHz short GI VHT-NSS 4	1300.0 MBit/s VHT-MCS 7 80MHz short GI VHT-NSS 4
36	5180	WPA2	4	AUTO	160	4000	TCP	DUT-TX	VHT	4	8	80	3	VHT	8	80	-54 [-58, -62, -54, -59]	1560.0 MBit/s VHT-MCS 8 80MHz short GI VHT-NSS 4	1300.0 MBit/s VHT-MCS 9 80MHz short GI VHT-NSS 3
36	5180	WPA2	4	AUTO	160	4000	TCP	DUT-RX	VHT	4	9	80	3	VHT	9	80	-54 [-58, -62, -54, -59]	1733.3 MBit/s VHT-MCS 9 80MHz short GI VHT-NSS 4	1300.0 MBit/s VHT-MCS 9 80MHz short GI VHT-NSS 3
