"Rx Errors",
Date,"cv_udp-1.2-1.wlan000--1.0.0-A/Errors",Date,"cv_udp-1.2-1.wlan000--1.0.0-B/Errors",Date,"cv_tcp-1.2-1.wlan000--1.0.0-A/Errors",Date,"cv_tcp-1.2-1.wlan000--1.0.0-B/Errors",
"2021-06-15T05:24:10.197 UTC",0,"2021-06-15T05:24:10.197 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:24:11.208 UTC",0,"2021-06-15T05:24:11.208 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:24:12.218 UTC",2,"2021-06-15T05:24:12.218 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:24:13.276 UTC",2,"2021-06-15T05:24:13.276 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:24:14.289 UTC",3,"2021-06-15T05:24:14.289 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:24:15.298 UTC",3,"2021-06-15T05:24:15.298 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:24:16.308 UTC",3,"2021-06-15T05:24:16.308 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:24:17.319 UTC",3,"2021-06-15T05:24:17.319 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:24:18.329 UTC",3,"2021-06-15T05:24:18.329 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:24:19.339 UTC",6,"2021-06-15T05:24:19.339 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:24:20.350 UTC",6,"2021-06-15T05:24:20.350 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:24:21.362 UTC",7,"2021-06-15T05:24:21.362 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:24:22.372 UTC",7,"2021-06-15T05:24:22.372 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:24:23.381 UTC",8,"2021-06-15T05:24:23.381 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:24:24.391 UTC",8,"2021-06-15T05:24:24.391 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:24:25.401 UTC",9,"2021-06-15T05:24:25.401 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:24:26.411 UTC",11,"2021-06-15T05:24:26.411 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:24:27.421 UTC",12,"2021-06-15T05:24:27.421 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:24:28.432 UTC",12,"2021-06-15T05:24:28.432 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:24:29.441 UTC",14,"2021-06-15T05:24:29.441 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:24:30.451 UTC",15,"2021-06-15T05:24:30.451 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:24:31.460 UTC",16,"2021-06-15T05:24:31.460 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:24:32.471 UTC",18,"2021-06-15T05:24:32.471 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:24:33.482 UTC",18,"2021-06-15T05:24:33.482 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:24:34.492 UTC",18,"2021-06-15T05:24:34.492 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:24:35.502 UTC",18,"2021-06-15T05:24:35.502 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:24:36.512 UTC",19,"2021-06-15T05:24:36.512 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:24:37.523 UTC",21,"2021-06-15T05:24:37.523 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:24:38.534 UTC",21,"2021-06-15T05:24:38.534 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:24:39.545 UTC",21,"2021-06-15T05:24:39.545 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:24:40.559 UTC",22,"2021-06-15T05:24:40.559 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:24:41.570 UTC",24,"2021-06-15T05:24:41.570 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:24:42.582 UTC",25,"2021-06-15T05:24:42.582 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:24:43.594 UTC",26,"2021-06-15T05:24:43.594 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:24:44.605 UTC",28,"2021-06-15T05:24:44.605 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:24:45.617 UTC",30,"2021-06-15T05:24:45.617 UTC",0,NA,NA,NA,NA,
