"Endpoint RX Packet Loss Percentage",
Date,"cv_udp-1.2-1.wlan000--1.0.0-A/Packet Loss Percent",Date,"cv_udp-1.2-1.wlan000--1.0.0-B/Packet Loss Percent",Date,"cv_tcp-1.2-1.wlan000--1.0.0-A/Packet Loss Percent",Date,"cv_tcp-1.2-1.wlan000--1.0.0-B/Packet Loss Percent",
"2021-06-15T05:24:10.197 UTC",0,"2021-06-15T05:24:10.197 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:24:11.208 UTC",90.14092,"2021-06-15T05:24:11.208 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:24:12.218 UTC",90.65401,"2021-06-15T05:24:12.218 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:24:13.276 UTC",90.65401,"2021-06-15T05:24:13.276 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:24:14.289 UTC",90.92473,"2021-06-15T05:24:14.289 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:24:15.298 UTC",91.33197,"2021-06-15T05:24:15.298 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:24:16.308 UTC",91.6019,"2021-06-15T05:24:16.308 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:24:17.319 UTC",91.60434,"2021-06-15T05:24:17.319 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:24:18.329 UTC",91.40562,"2021-06-15T05:24:18.329 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:24:19.339 UTC",91.42693,"2021-06-15T05:24:19.339 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:24:20.350 UTC",91.76541,"2021-06-15T05:24:20.350 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:24:21.362 UTC",92.16037,"2021-06-15T05:24:21.362 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:24:22.372 UTC",92.17333,"2021-06-15T05:24:22.372 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:24:23.381 UTC",91.85924,"2021-06-15T05:24:23.381 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:24:24.391 UTC",91.72381,"2021-06-15T05:24:24.391 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:24:25.401 UTC",91.68268,"2021-06-15T05:24:25.401 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:24:26.411 UTC",91.73883,"2021-06-15T05:24:26.411 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:24:27.421 UTC",91.56204,"2021-06-15T05:24:27.421 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:24:28.432 UTC",91.44455,"2021-06-15T05:24:28.432 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:24:29.441 UTC",91.40332,"2021-06-15T05:24:29.441 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:24:30.451 UTC",91.33293,"2021-06-15T05:24:30.451 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:24:31.460 UTC",91.44732,"2021-06-15T05:24:31.460 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:24:32.471 UTC",91.51054,"2021-06-15T05:24:32.471 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:24:33.482 UTC",91.51234,"2021-06-15T05:24:33.482 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:24:34.492 UTC",91.46889,"2021-06-15T05:24:34.492 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:24:35.502 UTC",91.53392,"2021-06-15T05:24:35.502 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:24:36.512 UTC",91.82787,"2021-06-15T05:24:36.512 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:24:37.523 UTC",91.8494,"2021-06-15T05:24:37.523 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:24:38.534 UTC",91.84057,"2021-06-15T05:24:38.534 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:24:39.545 UTC",91.5864,"2021-06-15T05:24:39.545 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:24:40.559 UTC",91.5114,"2021-06-15T05:24:40.559 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:24:41.570 UTC",91.56325,"2021-06-15T05:24:41.570 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:24:42.582 UTC",91.57966,"2021-06-15T05:24:42.582 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:24:43.594 UTC",91.62349,"2021-06-15T05:24:43.594 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:24:44.605 UTC",91.71069,"2021-06-15T05:24:44.605 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:24:45.617 UTC",91.64777,"2021-06-15T05:24:45.617 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:24:46.627 UTC",91.50851,"2021-06-15T05:24:46.627 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:24:47.637 UTC",91.20663,"2021-06-15T05:24:47.637 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:24:48.648 UTC",90.72082,"2021-06-15T05:24:48.648 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:24:49.658 UTC",90.6032,"2021-06-15T05:24:49.658 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:24:50.669 UTC",91.13023,"2021-06-15T05:24:50.669 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:24:51.678 UTC",91.13023,"2021-06-15T05:24:51.678 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:24:52.688 UTC",91.37275,"2021-06-15T05:24:52.688 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:24:53.698 UTC",94.89831,"2021-06-15T05:24:53.698 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:24:54.709 UTC",95.02168,"2021-06-15T05:24:54.709 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:24:55.720 UTC",94.67674,"2021-06-15T05:24:55.720 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:24:56.731 UTC",90.59795,"2021-06-15T05:24:56.731 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:24:57.742 UTC",90.06064,"2021-06-15T05:24:57.742 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:24:58.752 UTC",90.06107,"2021-06-15T05:24:58.752 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:24:59.762 UTC",90.4279,"2021-06-15T05:24:59.762 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:25:00.773 UTC",90.49028,"2021-06-15T05:25:00.773 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:25:01.785 UTC",90.53757,"2021-06-15T05:25:01.785 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:25:02.795 UTC",90.48825,"2021-06-15T05:25:02.795 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:25:03.805 UTC",90.53982,"2021-06-15T05:25:03.805 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:25:04.817 UTC",90.32926,"2021-06-15T05:25:04.817 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:25:05.828 UTC",90.45633,"2021-06-15T05:25:05.828 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:25:06.838 UTC",91.23129,"2021-06-15T05:25:06.838 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:25:07.849 UTC",91.34126,"2021-06-15T05:25:07.849 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:25:08.859 UTC",91.25715,"2021-06-15T05:25:08.859 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:25:09.876 UTC",90.43518,"2021-06-15T05:25:09.876 UTC",0,NA,NA,NA,NA,
"2021-06-15T05:25:10.887 UTC",90.44292,"2021-06-15T05:25:10.887 UTC",0,NA,NA,NA,NA,
