TimeStamp,Name,EID,Resource,tx_pkts,rx_pkts,tx_bytes,rx_bytes,tx_errors,rx_errors,tx_dropped,rx_dropped_pkts,rx_multicast,rx_collisions,rx_length,rx_overrun,rx_crc,rx_frame,rx_fifo,rx_missed,tx_aborted,tx_carrier,tx_fifo,tx_heartbeat,tx_window,rx_signal,link_speed,rx_link_speed,frequency,channel,wifi_mode,portal_login_ok,portal_login_fail,portal_logout_ok,portal_logout_fail,dhcp_neg_ms,conn_count,last_conn_ms,connect_duration_us,disconn_duration_us,anqp_duration_us,4way_duration_us,phantom,down,IP,sec-ip-count,parent,pps-rx,bps-rx,pps-tx,bps-tx,bps-ll-tx,bytes-ll-tx,bps-ll-rx,bytes-ll-rx,reset-state,wifi-state,AP,wifi-link,wifi-noise,wifi-rxcrypt-failures,wifi-retry-failure,wifi-tx-fail-prcnt,wifi-misc-failure,beacon-miss,ssid,passwd,device-name,qlen,mtu,mask,gateway,mac,ipv6,ipv6-gw,port_type,BEACON_RX_SIGNAL,PORT_SUPPORTED_FLAGS_L,PORT_SUPPORTED_FLAGS_H,PORT_CUR_FLAGS_L,PORT_CUR_FLAGS_H
1645094972363,vrf10239,1.1.11,ct523c-3011,0,83,0,19088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,false,false,0.0.0.0,0,NA,1,2231,0,0,0,0,2231,19088,Complete,NA,NONE,0,0,0,0,0.0,0,0,NA,NA,vrf10239,1000,39,0.0.0.0,0.0.0.0,76:54:30:f4:0f:6d,DELETED,DELETED,VRF,0,20000000,0,200,0
1645094979565,vrf10239,1.1.11,ct523c-3011,0,105,0,26800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,false,false,0.0.0.0,0,NA,1,2835,0,0,0,0,2835,26800,Complete,NA,NONE,0,0,0,0,0.0,0,0,NA,NA,vrf10239,1000,39,0.0.0.0,0.0.0.0,76:54:30:f4:0f:6d,DELETED,DELETED,VRF,0,20000000,0,200,0
1645094986840,vrf10239,1.1.11,ct523c-3011,0,110,0,27409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,false,false,0.0.0.0,0,NA,1,2645,0,0,0,0,2645,27409,Complete,NA,NONE,0,0,0,0,0.0,0,0,NA,NA,vrf10239,1000,39,0.0.0.0,0.0.0.0,76:54:30:f4:0f:6d,DELETED,DELETED,VRF,0,20000000,0,200,0
1645094994074,vrf10239,1.1.11,ct523c-3011,0,114,0,27729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,false,false,0.0.0.0,0,NA,1,2461,0,0,0,0,2461,27729,Complete,NA,NONE,0,0,0,0,0.0,0,0,NA,NA,vrf10239,1000,39,0.0.0.0,0.0.0.0,76:54:30:f4:0f:6d,DELETED,DELETED,VRF,0,20000000,0,200,0
1645095001420,vrf10239,1.1.11,ct523c-3011,0,127,0,31025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,false,false,0.0.0.0,0,NA,1,2546,0,0,0,0,2546,31025,Complete,NA,NONE,0,0,0,0,0.0,0,0,NA,NA,vrf10239,1000,39,0.0.0.0,0.0.0.0,76:54:30:f4:0f:6d,DELETED,DELETED,VRF,0,20000000,0,200,0
1645095008634,vrf10239,1.1.11,ct523c-3011,0,139,0,33969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,false,false,0.0.0.0,0,NA,1,2595,0,0,0,0,2595,33969,Complete,NA,NONE,0,0,0,0,0.0,0,0,NA,NA,vrf10239,1000,39,0.0.0.0,0.0.0.0,76:54:30:f4:0f:6d,DELETED,DELETED,VRF,0,20000000,0,200,0
1645095015852,vrf10239,1.1.11,ct523c-3011,0,142,0,34209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,false,false,0.0.0.0,0,NA,1,2445,0,0,0,0,2445,34209,Complete,NA,NONE,0,0,0,0,0.0,0,0,NA,NA,vrf10239,1000,39,0.0.0.0,0.0.0.0,76:54:30:f4:0f:6d,DELETED,DELETED,VRF,0,20000000,0,200,0
1645095023142,vrf10239,1.1.11,ct523c-3011,0,149,0,35761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,false,false,0.0.0.0,0,NA,1,2400,0,0,0,0,2400,35761,Complete,NA,NONE,0,0,0,0,0.0,0,0,NA,NA,vrf10239,1000,39,0.0.0.0,0.0.0.0,76:54:30:f4:0f:6d,DELETED,DELETED,VRF,0,20000000,0,200,0
1645095030430,vrf10239,1.1.11,ct523c-3011,0,170,0,40759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,false,false,0.0.0.0,0,NA,1,3399,0,0,0,0,3399,40759,Complete,NA,NONE,0,0,0,0,0.0,0,0,NA,NA,vrf10239,1000,39,0.0.0.0,0.0.0.0,76:54:30:f4:0f:6d,DELETED,DELETED,VRF,0,20000000,0,200,0
1645095037720,vrf10239,1.1.11,ct523c-3011,0,178,0,41763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,false,false,0.0.0.0,0,NA,1,3169,0,0,0,0,3169,41763,Complete,NA,NONE,0,0,0,0,0.0,0,0,NA,NA,vrf10239,1000,39,0.0.0.0,0.0.0.0,76:54:30:f4:0f:6d,DELETED,DELETED,VRF,0,20000000,0,200,0
1645095044963,vrf10239,1.1.11,ct523c-3011,0,180,0,41923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,false,false,0.0.0.0,0,NA,1,2897,0,0,0,0,2897,41923,Complete,NA,NONE,0,0,0,0,0.0,0,0,NA,NA,vrf10239,1000,39,0.0.0.0,0.0.0.0,76:54:30:f4:0f:6d,DELETED,DELETED,VRF,0,20000000,0,200,0
1645095052195,vrf10239,1.1.11,ct523c-3011,0,184,0,42243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,false,false,0.0.0.0,0,NA,1,2686,0,0,0,0,2686,42243,Complete,NA,NONE,0,0,0,0,0.0,0,0,NA,NA,vrf10239,1000,39,0.0.0.0,0.0.0.0,76:54:30:f4:0f:6d,DELETED,DELETED,VRF,0,20000000,0,200,0
1645095059446,vrf10239,1.1.11,ct523c-3011,0,190,0,42995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,false,false,0.0.0.0,0,NA,1,2543,0,0,0,0,2543,42995,Complete,NA,NONE,0,0,0,0,0.0,0,0,NA,NA,vrf10239,1000,39,0.0.0.0,0.0.0.0,76:54:30:f4:0f:6d,DELETED,DELETED,VRF,0,20000000,0,200,0
1645095066741,vrf10239,1.1.11,ct523c-3011,0,196,0,43763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,false,false,0.0.0.0,0,NA,1,2421,0,0,0,0,2421,43763,Complete,NA,NONE,0,0,0,0,0.0,0,0,NA,NA,vrf10239,1000,39,0.0.0.0,0.0.0.0,76:54:30:f4:0f:6d,DELETED,DELETED,VRF,0,20000000,0,200,0
1645095073994,vrf10239,1.1.11,ct523c-3011,0,201,0,44161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,false,false,0.0.0.0,0,NA,1,2289,0,0,0,0,2289,44161,Complete,NA,NONE,0,0,0,0,0.0,0,0,NA,NA,vrf10239,1000,39,0.0.0.0,0.0.0.0,76:54:30:f4:0f:6d,DELETED,DELETED,VRF,0,20000000,0,200,0
1645095081265,vrf10239,1.1.11,ct523c-3011,0,203,0,44321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,false,false,0.0.0.0,0,NA,1,2157,0,0,0,0,2157,44321,Complete,NA,NONE,0,0,0,0,0.0,0,0,NA,NA,vrf10239,1000,39,0.0.0.0,0.0.0.0,76:54:30:f4:0f:6d,DELETED,DELETED,VRF,0,20000000,0,200,0
1645095088537,vrf10239,1.1.11,ct523c-3011,0,208,0,44993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,false,false,0.0.0.0,0,NA,1,2073,0,0,0,0,2073,44993,Complete,NA,NONE,0,0,0,0,0.0,0,0,NA,NA,vrf10239,1000,39,0.0.0.0,0.0.0.0,76:54:30:f4:0f:6d,DELETED,DELETED,VRF,0,20000000,0,200,0
1645095095746,vrf10239,1.1.11,ct523c-3011,0,213,0,45393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,false,false,0.0.0.0,0,NA,0,567,0,0,0,0,567,45393,Complete,NA,NONE,0,0,0,0,0.0,0,0,NA,NA,vrf10239,1000,39,0.0.0.0,0.0.0.0,76:54:30:f4:0f:6d,DELETED,DELETED,VRF,0,20000000,0,200,0
1645095103009,vrf10239,1.1.11,ct523c-3011,0,217,0,46174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,false,false,0.0.0.0,0,NA,0,596,0,0,0,0,596,46174,Complete,NA,NONE,0,0,0,0,0.0,0,0,NA,NA,vrf10239,1000,39,0.0.0.0,0.0.0.0,76:54:30:f4:0f:6d,DELETED,DELETED,VRF,0,20000000,0,200,0
1645095110295,vrf10239,1.1.11,ct523c-3011,0,223,0,46654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,false,false,0.0.0.0,0,NA,0,590,0,0,0,0,590,46654,Complete,NA,NONE,0,0,0,0,0.0,0,0,NA,NA,vrf10239,1000,39,0.0.0.0,0.0.0.0,76:54:30:f4:0f:6d,DELETED,DELETED,VRF,0,20000000,0,200,0
