"Realtime Throughput",
Date,"Total Upload/RX (Mbps)",Date,"Total Download/RX (Mbps)",Date,"UL + DL Sum/RX (Mbps)",
"2021-06-08T12:43:32.457 UTC",0,"2021-06-08T12:43:32.457 UTC",0,"2021-06-08T12:43:32.457 UTC",0,
"2021-06-08T12:43:33.470 UTC",0,"2021-06-08T12:43:33.470 UTC",0,"2021-06-08T12:43:33.470 UTC",0,
"2021-06-08T12:43:34.480 UTC",0,"2021-06-08T12:43:34.480 UTC",0,"2021-06-08T12:43:34.480 UTC",0,
"2021-06-08T12:43:35.490 UTC",0,"2021-06-08T12:43:35.490 UTC",0,"2021-06-08T12:43:35.490 UTC",0,
"2021-06-08T12:43:36.499 UTC",0,"2021-06-08T12:43:36.499 UTC",0,"2021-06-08T12:43:36.499 UTC",0,
"2021-06-08T12:43:37.508 UTC",0,"2021-06-08T12:43:37.508 UTC",0,"2021-06-08T12:43:37.508 UTC",0,
"2021-06-08T12:43:38.517 UTC",0,"2021-06-08T12:43:38.517 UTC",0,"2021-06-08T12:43:38.517 UTC",0,
"2021-06-08T12:43:39.527 UTC",0,"2021-06-08T12:43:39.527 UTC",0,"2021-06-08T12:43:39.527 UTC",0,
"2021-06-08T12:43:40.536 UTC",0,"2021-06-08T12:43:40.536 UTC",0,"2021-06-08T12:43:40.536 UTC",0,
"2021-06-08T12:43:41.545 UTC",0,"2021-06-08T12:43:41.545 UTC",0,"2021-06-08T12:43:41.545 UTC",0,
"2021-06-08T12:43:42.555 UTC",0,"2021-06-08T12:43:42.555 UTC",0,"2021-06-08T12:43:42.555 UTC",0,
"2021-06-08T12:43:43.566 UTC",129.35877,"2021-06-08T12:43:43.566 UTC",174.37042,"2021-06-08T12:43:43.566 UTC",303.7292,
"2021-06-08T12:43:44.577 UTC",134.70269,"2021-06-08T12:43:44.577 UTC",178.81481,"2021-06-08T12:43:44.577 UTC",313.5175,
"2021-06-08T12:43:45.588 UTC",153.71909,"2021-06-08T12:43:45.588 UTC",162.99571,"2021-06-08T12:43:45.588 UTC",316.7148,
"2021-06-08T12:43:46.601 UTC",177.5864,"2021-06-08T12:43:46.601 UTC",154.09597,"2021-06-08T12:43:46.601 UTC",331.68237,
"2021-06-08T12:43:47.611 UTC",204.44026,"2021-06-08T12:43:47.611 UTC",145.47227,"2021-06-08T12:43:47.611 UTC",349.91252,
"2021-06-08T12:43:48.623 UTC",201.80494,"2021-06-08T12:43:48.623 UTC",141.0902,"2021-06-08T12:43:48.623 UTC",342.89513,
"2021-06-08T12:43:49.634 UTC",198.39001,"2021-06-08T12:43:49.634 UTC",142.71293,"2021-06-08T12:43:49.634 UTC",341.10294,
"2021-06-08T12:43:50.646 UTC",198.39001,"2021-06-08T12:43:50.646 UTC",142.71293,"2021-06-08T12:43:50.646 UTC",341.10294,
"2021-06-08T12:43:51.657 UTC",195.32705,"2021-06-08T12:43:51.657 UTC",144.74567,"2021-06-08T12:43:51.657 UTC",340.07272,
"2021-06-08T12:43:52.739 UTC",203.97538,"2021-06-08T12:43:52.739 UTC",138.22672,"2021-06-08T12:43:52.739 UTC",342.20211,
"2021-06-08T12:43:53.750 UTC",229.62871,"2021-06-08T12:43:53.750 UTC",123.78919,"2021-06-08T12:43:53.750 UTC",353.41791,
"2021-06-08T12:43:54.762 UTC",255.33357,"2021-06-08T12:43:54.762 UTC",114.84993,"2021-06-08T12:43:54.762 UTC",370.1835,
"2021-06-08T12:43:55.774 UTC",260.9995,"2021-06-08T12:43:55.774 UTC",118.2607,"2021-06-08T12:43:55.774 UTC",379.2602,
"2021-06-08T12:43:56.785 UTC",268.11704,"2021-06-08T12:43:56.785 UTC",114.08757,"2021-06-08T12:43:56.785 UTC",382.20461,
"2021-06-08T12:43:57.796 UTC",284.29933,"2021-06-08T12:43:57.796 UTC",103.29643,"2021-06-08T12:43:57.796 UTC",387.59576,
"2021-06-08T12:43:58.805 UTC",300.59455,"2021-06-08T12:43:58.805 UTC",92.44147,"2021-06-08T12:43:58.805 UTC",393.03602,
"2021-06-08T12:43:59.815 UTC",293.96362,"2021-06-08T12:43:59.815 UTC",93.74766,"2021-06-08T12:43:59.815 UTC",387.71127,
"2021-06-08T12:44:00.824 UTC",278.77735,"2021-06-08T12:44:00.824 UTC",95.83799,"2021-06-08T12:44:00.824 UTC",374.61534,
"2021-06-08T12:44:01.834 UTC",272.99732,"2021-06-08T12:44:01.834 UTC",100.32638,"2021-06-08T12:44:01.834 UTC",373.32369,
"2021-06-08T12:44:02.844 UTC",270.50425,"2021-06-08T12:44:02.844 UTC",103.29095,"2021-06-08T12:44:02.844 UTC",373.7952,
"2021-06-08T12:44:03.853 UTC",285.88075,"2021-06-08T12:44:03.853 UTC",105.82173,"2021-06-08T12:44:03.853 UTC",391.70247,
"2021-06-08T12:44:04.863 UTC",304.95696,"2021-06-08T12:44:04.863 UTC",95.73486,"2021-06-08T12:44:04.863 UTC",400.69183,
"2021-06-08T12:44:05.874 UTC",321.97003,"2021-06-08T12:44:05.874 UTC",85.24209,"2021-06-08T12:44:05.874 UTC",407.21213,
"2021-06-08T12:44:06.884 UTC",324.8288,"2021-06-08T12:44:06.884 UTC",81.47221,"2021-06-08T12:44:06.884 UTC",406.30101,
"2021-06-08T12:44:07.895 UTC",315.14971,"2021-06-08T12:44:07.895 UTC",85.24308,"2021-06-08T12:44:07.895 UTC",400.39279,
"2021-06-08T12:44:08.905 UTC",292.65002,"2021-06-08T12:44:08.905 UTC",90.84064,"2021-06-08T12:44:08.905 UTC",383.49066,
"2021-06-08T12:44:09.915 UTC",258.52255,"2021-06-08T12:44:09.915 UTC",108.7623,"2021-06-08T12:44:09.915 UTC",367.28485,
"2021-06-08T12:44:10.926 UTC",227.75492,"2021-06-08T12:44:10.926 UTC",128.72677,"2021-06-08T12:44:10.926 UTC",356.48169,
"2021-06-08T12:44:11.936 UTC",215.05101,"2021-06-08T12:44:11.936 UTC",143.56383,"2021-06-08T12:44:11.936 UTC",358.61484,
"2021-06-08T12:44:12.947 UTC",212.82003,"2021-06-08T12:44:12.947 UTC",145.45522,"2021-06-08T12:44:12.947 UTC",358.27526,
"2021-06-08T12:44:13.962 UTC",232.46707,"2021-06-08T12:44:13.962 UTC",137.34053,"2021-06-08T12:44:13.962 UTC",369.8076,
"2021-06-08T12:44:14.971 UTC",254.66154,"2021-06-08T12:44:14.971 UTC",124.13108,"2021-06-08T12:44:14.971 UTC",378.79262,
"2021-06-08T12:44:15.982 UTC",271.86913,"2021-06-08T12:44:15.982 UTC",110.47579,"2021-06-08T12:44:15.982 UTC",382.34492,
"2021-06-08T12:44:16.994 UTC",267.53208,"2021-06-08T12:44:16.994 UTC",109.8679,"2021-06-08T12:44:16.994 UTC",377.39998,
"2021-06-08T12:44:18.004 UTC",278.53962,"2021-06-08T12:44:18.004 UTC",102.00566,"2021-06-08T12:44:18.004 UTC",380.54528,
"2021-06-08T12:44:19.014 UTC",290.2756,"2021-06-08T12:44:19.014 UTC",91.05592,"2021-06-08T12:44:19.014 UTC",381.33152,
"2021-06-08T12:44:20.024 UTC",304.1854,"2021-06-08T12:44:20.024 UTC",82.25666,"2021-06-08T12:44:20.024 UTC",386.44205,
"2021-06-08T12:44:21.035 UTC",295.05633,"2021-06-08T12:44:21.035 UTC",86.28519,"2021-06-08T12:44:21.035 UTC",381.34152,
"2021-06-08T12:44:22.047 UTC",295.05633,"2021-06-08T12:44:22.047 UTC",80.73923,"2021-06-08T12:44:22.047 UTC",375.79556,
"2021-06-08T12:44:23.059 UTC",301.77726,"2021-06-08T12:44:23.059 UTC",72.201,"2021-06-08T12:44:23.059 UTC",373.97826,
"2021-06-08T12:44:24.070 UTC",314.76021,"2021-06-08T12:44:24.070 UTC",67.40123,"2021-06-08T12:44:24.070 UTC",382.16144,
"2021-06-08T12:44:25.081 UTC",332.33644,"2021-06-08T12:44:25.081 UTC",75.64889,"2021-06-08T12:44:25.081 UTC",407.98532,
"2021-06-08T12:44:26.093 UTC",337.58721,"2021-06-08T12:44:26.093 UTC",74.45402,"2021-06-08T12:44:26.093 UTC",412.04123,
"2021-06-08T12:44:27.104 UTC",342.42588,"2021-06-08T12:44:27.104 UTC",67.39737,"2021-06-08T12:44:27.104 UTC",409.82325,
"2021-06-08T12:44:28.115 UTC",354.83272,"2021-06-08T12:44:28.115 UTC",60.83308,"2021-06-08T12:44:28.115 UTC",415.6658,
"2021-06-08T12:44:29.125 UTC",357.2238,"2021-06-08T12:44:29.125 UTC",62.23312,"2021-06-08T12:44:29.125 UTC",419.45692,
"2021-06-08T12:44:30.135 UTC",349.53269,"2021-06-08T12:44:30.135 UTC",62.23312,"2021-06-08T12:44:30.135 UTC",411.76581,
"2021-06-08T12:44:31.147 UTC",337.98393,"2021-06-08T12:44:31.147 UTC",67.12096,"2021-06-08T12:44:31.147 UTC",405.1049,
"2021-06-08T12:44:32.157 UTC",324.68654,"2021-06-08T12:44:32.157 UTC",72.71209,"2021-06-08T12:44:32.157 UTC",397.39863,
"2021-06-08T12:44:33.168 UTC",289.06091,"2021-06-08T12:44:33.168 UTC",92.83889,"2021-06-08T12:44:33.168 UTC",381.8998,
"2021-06-08T12:44:34.180 UTC",259.54067,"2021-06-08T12:44:34.180 UTC",112.25441,"2021-06-08T12:44:34.180 UTC",371.79508,
"2021-06-08T12:44:35.190 UTC",239.84959,"2021-06-08T12:44:35.190 UTC",128.4547,"2021-06-08T12:44:35.190 UTC",368.30428,
