"Endpoint RX Packet Loss Percentage",
Date,"cv_udp-1.2-1.wlan000--1.0.0-A/Packet Loss Percent",Date,"cv_udp-1.2-1.wlan000--1.0.0-B/Packet Loss Percent",Date,"cv_tcp-1.2-1.wlan000--1.0.0-A/Packet Loss Percent",Date,"cv_tcp-1.2-1.wlan000--1.0.0-B/Packet Loss Percent",
NA,NA,NA,NA,"2021-06-08T12:43:42.554 UTC",0,"2021-06-08T12:43:42.554 UTC",0,
NA,NA,NA,NA,"2021-06-08T12:43:43.566 UTC",0,"2021-06-08T12:43:43.566 UTC",0,
NA,NA,NA,NA,"2021-06-08T12:43:44.576 UTC",0,"2021-06-08T12:43:44.576 UTC",0,
NA,NA,NA,NA,"2021-06-08T12:43:45.588 UTC",0,"2021-06-08T12:43:45.588 UTC",0,
NA,NA,NA,NA,"2021-06-08T12:43:46.601 UTC",0,"2021-06-08T12:43:46.601 UTC",0,
NA,NA,NA,NA,"2021-06-08T12:43:47.611 UTC",0,"2021-06-08T12:43:47.611 UTC",0,
NA,NA,NA,NA,"2021-06-08T12:43:48.622 UTC",0,"2021-06-08T12:43:48.622 UTC",0,
NA,NA,NA,NA,"2021-06-08T12:43:49.634 UTC",0,"2021-06-08T12:43:49.634 UTC",0,
NA,NA,NA,NA,"2021-06-08T12:43:50.646 UTC",0,"2021-06-08T12:43:50.646 UTC",0,
NA,NA,NA,NA,"2021-06-08T12:43:51.657 UTC",0,"2021-06-08T12:43:51.657 UTC",0,
NA,NA,NA,NA,"2021-06-08T12:43:52.732 UTC",0,"2021-06-08T12:43:52.732 UTC",0,
NA,NA,NA,NA,"2021-06-08T12:43:53.750 UTC",0,"2021-06-08T12:43:53.750 UTC",0,
NA,NA,NA,NA,"2021-06-08T12:43:54.762 UTC",0,"2021-06-08T12:43:54.762 UTC",0,
NA,NA,NA,NA,"2021-06-08T12:43:55.774 UTC",0,"2021-06-08T12:43:55.774 UTC",0,
NA,NA,NA,NA,"2021-06-08T12:43:56.784 UTC",0,"2021-06-08T12:43:56.784 UTC",0,
NA,NA,NA,NA,"2021-06-08T12:43:57.795 UTC",0,"2021-06-08T12:43:57.795 UTC",0,
NA,NA,NA,NA,"2021-06-08T12:43:58.805 UTC",0,"2021-06-08T12:43:58.805 UTC",0,
NA,NA,NA,NA,"2021-06-08T12:43:59.814 UTC",0,"2021-06-08T12:43:59.814 UTC",0,
NA,NA,NA,NA,"2021-06-08T12:44:00.823 UTC",0,"2021-06-08T12:44:00.823 UTC",0,
NA,NA,NA,NA,"2021-06-08T12:44:01.834 UTC",0,"2021-06-08T12:44:01.834 UTC",0,
NA,NA,NA,NA,"2021-06-08T12:44:02.843 UTC",0,"2021-06-08T12:44:02.843 UTC",0,
NA,NA,NA,NA,"2021-06-08T12:44:03.853 UTC",0,"2021-06-08T12:44:03.853 UTC",0,
NA,NA,NA,NA,"2021-06-08T12:44:04.863 UTC",0,"2021-06-08T12:44:04.863 UTC",0,
NA,NA,NA,NA,"2021-06-08T12:44:05.874 UTC",0,"2021-06-08T12:44:05.874 UTC",0,
NA,NA,NA,NA,"2021-06-08T12:44:06.883 UTC",0,"2021-06-08T12:44:06.883 UTC",0,
NA,NA,NA,NA,"2021-06-08T12:44:07.894 UTC",0,"2021-06-08T12:44:07.894 UTC",0,
NA,NA,NA,NA,"2021-06-08T12:44:08.905 UTC",0,"2021-06-08T12:44:08.905 UTC",0,
NA,NA,NA,NA,"2021-06-08T12:44:09.915 UTC",0,"2021-06-08T12:44:09.915 UTC",0,
NA,NA,NA,NA,"2021-06-08T12:44:10.925 UTC",0,"2021-06-08T12:44:10.925 UTC",0,
NA,NA,NA,NA,"2021-06-08T12:44:11.935 UTC",0,"2021-06-08T12:44:11.935 UTC",0,
NA,NA,NA,NA,"2021-06-08T12:44:12.946 UTC",0,"2021-06-08T12:44:12.946 UTC",0,
NA,NA,NA,NA,"2021-06-08T12:44:13.961 UTC",0,"2021-06-08T12:44:13.961 UTC",0,
NA,NA,NA,NA,"2021-06-08T12:44:14.971 UTC",0,"2021-06-08T12:44:14.971 UTC",0,
NA,NA,NA,NA,"2021-06-08T12:44:15.981 UTC",0,"2021-06-08T12:44:15.981 UTC",0,
NA,NA,NA,NA,"2021-06-08T12:44:16.993 UTC",0,"2021-06-08T12:44:16.993 UTC",0,
NA,NA,NA,NA,"2021-06-08T12:44:18.003 UTC",0,"2021-06-08T12:44:18.003 UTC",0,
NA,NA,NA,NA,"2021-06-08T12:44:19.013 UTC",0,"2021-06-08T12:44:19.013 UTC",0,
NA,NA,NA,NA,"2021-06-08T12:44:20.024 UTC",0,"2021-06-08T12:44:20.024 UTC",0,
NA,NA,NA,NA,"2021-06-08T12:44:21.034 UTC",0,"2021-06-08T12:44:21.034 UTC",0,
