"Rx Errors",
Date,"cv_udp-1.2-1.wlan000--1.0.0-A/Errors",Date,"cv_udp-1.2-1.wlan000--1.0.0-B/Errors",Date,"cv_tcp-1.2-1.wlan000--1.0.0-A/Errors",Date,"cv_tcp-1.2-1.wlan000--1.0.0-B/Errors",
NA,NA,NA,NA,"2021-06-08T16:57:30.500 UTC",0,"2021-06-08T16:57:30.500 UTC",0,
NA,NA,NA,NA,"2021-06-08T16:57:31.511 UTC",0,"2021-06-08T16:57:31.511 UTC",0,
NA,NA,NA,NA,"2021-06-08T16:57:32.521 UTC",0,"2021-06-08T16:57:32.521 UTC",0,
NA,NA,NA,NA,"2021-06-08T16:57:33.531 UTC",0,"2021-06-08T16:57:33.531 UTC",0,
NA,NA,NA,NA,"2021-06-08T16:57:34.543 UTC",0,"2021-06-08T16:57:34.543 UTC",0,
NA,NA,NA,NA,"2021-06-08T16:57:35.555 UTC",0,"2021-06-08T16:57:35.555 UTC",0,
NA,NA,NA,NA,"2021-06-08T16:57:36.565 UTC",0,"2021-06-08T16:57:36.565 UTC",0,
NA,NA,NA,NA,"2021-06-08T16:57:37.576 UTC",0,"2021-06-08T16:57:37.576 UTC",0,
NA,NA,NA,NA,"2021-06-08T16:57:38.587 UTC",0,"2021-06-08T16:57:38.587 UTC",0,
NA,NA,NA,NA,"2021-06-08T16:57:39.600 UTC",0,"2021-06-08T16:57:39.600 UTC",0,
NA,NA,NA,NA,"2021-06-08T16:57:40.611 UTC",0,"2021-06-08T16:57:40.611 UTC",0,
NA,NA,NA,NA,"2021-06-08T16:57:41.622 UTC",0,"2021-06-08T16:57:41.622 UTC",0,
NA,NA,NA,NA,"2021-06-08T16:57:42.634 UTC",0,"2021-06-08T16:57:42.634 UTC",0,
NA,NA,NA,NA,"2021-06-08T16:57:43.644 UTC",0,"2021-06-08T16:57:43.644 UTC",0,
NA,NA,NA,NA,"2021-06-08T16:57:44.656 UTC",0,"2021-06-08T16:57:44.656 UTC",0,
NA,NA,NA,NA,"2021-06-08T16:57:45.666 UTC",0,"2021-06-08T16:57:45.666 UTC",0,
NA,NA,NA,NA,"2021-06-08T16:57:46.687 UTC",0,"2021-06-08T16:57:46.687 UTC",0,
NA,NA,NA,NA,"2021-06-08T16:57:47.698 UTC",0,"2021-06-08T16:57:47.698 UTC",0,
NA,NA,NA,NA,"2021-06-08T16:57:48.709 UTC",0,"2021-06-08T16:57:48.709 UTC",0,
NA,NA,NA,NA,"2021-06-08T16:57:49.721 UTC",0,"2021-06-08T16:57:49.721 UTC",0,
NA,NA,NA,NA,"2021-06-08T16:57:50.732 UTC",0,"2021-06-08T16:57:50.732 UTC",0,
NA,NA,NA,NA,"2021-06-08T16:57:51.741 UTC",0,"2021-06-08T16:57:51.741 UTC",0,
NA,NA,NA,NA,"2021-06-08T16:57:52.751 UTC",0,"2021-06-08T16:57:52.751 UTC",0,
NA,NA,NA,NA,"2021-06-08T16:57:53.762 UTC",0,"2021-06-08T16:57:53.762 UTC",0,
NA,NA,NA,NA,"2021-06-08T16:57:54.772 UTC",0,"2021-06-08T16:57:54.772 UTC",0,
NA,NA,NA,NA,"2021-06-08T16:57:55.781 UTC",0,"2021-06-08T16:57:55.781 UTC",0,
NA,NA,NA,NA,"2021-06-08T16:57:56.794 UTC",0,"2021-06-08T16:57:56.794 UTC",0,
NA,NA,NA,NA,"2021-06-08T16:57:57.805 UTC",0,"2021-06-08T16:57:57.805 UTC",0,
NA,NA,NA,NA,"2021-06-08T16:57:58.815 UTC",0,"2021-06-08T16:57:58.815 UTC",0,
NA,NA,NA,NA,"2021-06-08T16:57:59.827 UTC",0,"2021-06-08T16:57:59.827 UTC",0,
NA,NA,NA,NA,"2021-06-08T16:58:00.838 UTC",0,"2021-06-08T16:58:00.838 UTC",0,
NA,NA,NA,NA,"2021-06-08T16:58:01.848 UTC",0,"2021-06-08T16:58:01.848 UTC",0,
NA,NA,NA,NA,"2021-06-08T16:58:02.860 UTC",0,"2021-06-08T16:58:02.860 UTC",0,
NA,NA,NA,NA,"2021-06-08T16:58:03.870 UTC",0,"2021-06-08T16:58:03.870 UTC",0,
NA,NA,NA,NA,"2021-06-08T16:58:04.883 UTC",0,"2021-06-08T16:58:04.883 UTC",0,
NA,NA,NA,NA,"2021-06-08T16:58:05.893 UTC",0,"2021-06-08T16:58:05.893 UTC",0,
NA,NA,NA,NA,"2021-06-08T16:58:06.904 UTC",0,"2021-06-08T16:58:06.904 UTC",0,
NA,NA,NA,NA,"2021-06-08T16:58:07.991 UTC",0,"2021-06-08T16:58:07.991 UTC",0,
NA,NA,NA,NA,"2021-06-08T16:58:09.004 UTC",0,"2021-06-08T16:58:09.004 UTC",0,
NA,NA,NA,NA,"2021-06-08T16:58:10.014 UTC",0,"2021-06-08T16:58:10.014 UTC",0,
NA,NA,NA,NA,"2021-06-08T16:58:11.025 UTC",0,"2021-06-08T16:58:11.025 UTC",0,
NA,NA,NA,NA,"2021-06-08T16:58:12.038 UTC",0,"2021-06-08T16:58:12.038 UTC",0,
NA,NA,NA,NA,"2021-06-08T16:58:13.049 UTC",0,"2021-06-08T16:58:13.049 UTC",0,
NA,NA,NA,NA,"2021-06-08T16:58:14.059 UTC",0,"2021-06-08T16:58:14.059 UTC",0,
NA,NA,NA,NA,"2021-06-08T16:58:15.070 UTC",0,"2021-06-08T16:58:15.070 UTC",0,
NA,NA,NA,NA,"2021-06-08T16:58:16.083 UTC",0,"2021-06-08T16:58:16.083 UTC",0,
NA,NA,NA,NA,"2021-06-08T16:58:17.093 UTC",0,"2021-06-08T16:58:17.093 UTC",0,
NA,NA,NA,NA,"2021-06-08T16:58:18.104 UTC",0,"2021-06-08T16:58:18.104 UTC",0,
NA,NA,NA,NA,"2021-06-08T16:58:19.115 UTC",0,"2021-06-08T16:58:19.115 UTC",0,
NA,NA,NA,NA,"2021-06-08T16:58:20.125 UTC",0,"2021-06-08T16:58:20.125 UTC",0,
NA,NA,NA,NA,"2021-06-08T16:58:21.135 UTC",0,"2021-06-08T16:58:21.135 UTC",0,
NA,NA,NA,NA,"2021-06-08T16:58:22.145 UTC",0,"2021-06-08T16:58:22.145 UTC",0,
NA,NA,NA,NA,"2021-06-08T16:58:23.155 UTC",0,"2021-06-08T16:58:23.155 UTC",0,
NA,NA,NA,NA,"2021-06-08T16:58:24.166 UTC",0,"2021-06-08T16:58:24.166 UTC",0,
NA,NA,NA,NA,"2021-06-08T16:58:25.179 UTC",0,"2021-06-08T16:58:25.179 UTC",0,
NA,NA,NA,NA,"2021-06-08T16:58:26.190 UTC",0,"2021-06-08T16:58:26.190 UTC",0,
NA,NA,NA,NA,"2021-06-08T16:58:27.202 UTC",0,"2021-06-08T16:58:27.202 UTC",0,
NA,NA,NA,NA,"2021-06-08T16:58:28.213 UTC",0,"2021-06-08T16:58:28.213 UTC",0,
NA,NA,NA,NA,"2021-06-08T16:58:29.223 UTC",0,"2021-06-08T16:58:29.223 UTC",0,
NA,NA,NA,NA,"2021-06-08T16:58:30.234 UTC",0,"2021-06-08T16:58:30.234 UTC",0,
