"Realtime Throughput",
Date,"Total Upload/RX (Mbps)",Date,"Total Download/RX (Mbps)",Date,"UL + DL Sum/RX (Mbps)",
"2021-06-08T16:57:10.305 UTC",0,"2021-06-08T16:57:10.305 UTC",0,"2021-06-08T16:57:10.305 UTC",0,
"2021-06-08T16:57:11.320 UTC",0,"2021-06-08T16:57:11.320 UTC",0,"2021-06-08T16:57:11.320 UTC",0,
"2021-06-08T16:57:12.329 UTC",0,"2021-06-08T16:57:12.329 UTC",0,"2021-06-08T16:57:12.329 UTC",0,
"2021-06-08T16:57:13.338 UTC",0,"2021-06-08T16:57:13.338 UTC",0,"2021-06-08T16:57:13.338 UTC",0,
"2021-06-08T16:57:14.348 UTC",0,"2021-06-08T16:57:14.348 UTC",0,"2021-06-08T16:57:14.348 UTC",0,
"2021-06-08T16:57:15.357 UTC",0,"2021-06-08T16:57:15.357 UTC",0,"2021-06-08T16:57:15.357 UTC",0,
"2021-06-08T16:57:16.365 UTC",0,"2021-06-08T16:57:16.365 UTC",0,"2021-06-08T16:57:16.365 UTC",0,
"2021-06-08T16:57:17.375 UTC",0,"2021-06-08T16:57:17.375 UTC",0,"2021-06-08T16:57:17.375 UTC",0,
"2021-06-08T16:57:18.384 UTC",0,"2021-06-08T16:57:18.384 UTC",0,"2021-06-08T16:57:18.384 UTC",0,
"2021-06-08T16:57:19.393 UTC",0,"2021-06-08T16:57:19.393 UTC",0,"2021-06-08T16:57:19.393 UTC",0,
"2021-06-08T16:57:20.402 UTC",0,"2021-06-08T16:57:20.402 UTC",0,"2021-06-08T16:57:20.402 UTC",0,
"2021-06-08T16:57:21.412 UTC",0,"2021-06-08T16:57:21.412 UTC",0,"2021-06-08T16:57:21.412 UTC",0,
"2021-06-08T16:57:22.421 UTC",0,"2021-06-08T16:57:22.421 UTC",0,"2021-06-08T16:57:22.421 UTC",0,
"2021-06-08T16:57:23.431 UTC",0,"2021-06-08T16:57:23.431 UTC",0,"2021-06-08T16:57:23.431 UTC",0,
"2021-06-08T16:57:24.439 UTC",0,"2021-06-08T16:57:24.439 UTC",0,"2021-06-08T16:57:24.439 UTC",0,
"2021-06-08T16:57:25.448 UTC",0,"2021-06-08T16:57:25.448 UTC",0,"2021-06-08T16:57:25.448 UTC",0,
"2021-06-08T16:57:26.456 UTC",0,"2021-06-08T16:57:26.456 UTC",0,"2021-06-08T16:57:26.456 UTC",0,
"2021-06-08T16:57:27.465 UTC",0,"2021-06-08T16:57:27.465 UTC",0,"2021-06-08T16:57:27.465 UTC",0,
"2021-06-08T16:57:28.474 UTC",0,"2021-06-08T16:57:28.474 UTC",0,"2021-06-08T16:57:28.474 UTC",0,
"2021-06-08T16:57:29.491 UTC",0,"2021-06-08T16:57:29.491 UTC",0,"2021-06-08T16:57:29.491 UTC",0,
"2021-06-08T16:57:30.501 UTC",0,"2021-06-08T16:57:30.501 UTC",0,"2021-06-08T16:57:30.501 UTC",0,
"2021-06-08T16:57:31.511 UTC",5.26048,"2021-06-08T16:57:31.511 UTC",0,"2021-06-08T16:57:31.511 UTC",5.26048,
"2021-06-08T16:57:32.521 UTC",110.09744,"2021-06-08T16:57:32.521 UTC",205.95957,"2021-06-08T16:57:32.521 UTC",316.05702,
"2021-06-08T16:57:33.531 UTC",111.17657,"2021-06-08T16:57:33.531 UTC",192.16854,"2021-06-08T16:57:33.531 UTC",303.34511,
"2021-06-08T16:57:34.544 UTC",129.7613,"2021-06-08T16:57:34.544 UTC",187.78739,"2021-06-08T16:57:34.544 UTC",317.5487,
"2021-06-08T16:57:35.555 UTC",150.92047,"2021-06-08T16:57:35.555 UTC",173.68975,"2021-06-08T16:57:35.555 UTC",324.61021,
"2021-06-08T16:57:36.565 UTC",163.84883,"2021-06-08T16:57:36.565 UTC",170.14078,"2021-06-08T16:57:36.565 UTC",333.98961,
"2021-06-08T16:57:37.576 UTC",164.23702,"2021-06-08T16:57:37.576 UTC",170.1799,"2021-06-08T16:57:37.576 UTC",334.41693,
"2021-06-08T16:57:38.587 UTC",183.12982,"2021-06-08T16:57:38.587 UTC",160.1981,"2021-06-08T16:57:38.587 UTC",343.32793,
"2021-06-08T16:57:39.600 UTC",205.07301,"2021-06-08T16:57:39.600 UTC",146.55182,"2021-06-08T16:57:39.600 UTC",351.62484,
"2021-06-08T16:57:40.612 UTC",227.89436,"2021-06-08T16:57:40.612 UTC",132.8951,"2021-06-08T16:57:40.612 UTC",360.78945,
"2021-06-08T16:57:41.622 UTC",219.70219,"2021-06-08T16:57:41.622 UTC",130.14669,"2021-06-08T16:57:41.622 UTC",349.84888,
"2021-06-08T16:57:42.634 UTC",221.84801,"2021-06-08T16:57:42.634 UTC",126.87434,"2021-06-08T16:57:42.634 UTC",348.72235,
"2021-06-08T16:57:43.645 UTC",240.98899,"2021-06-08T16:57:43.645 UTC",114.83797,"2021-06-08T16:57:43.645 UTC",355.82696,
"2021-06-08T16:57:44.656 UTC",265.88397,"2021-06-08T16:57:44.656 UTC",108.39566,"2021-06-08T16:57:44.656 UTC",374.27964,
"2021-06-08T16:57:45.667 UTC",271.41175,"2021-06-08T16:57:45.667 UTC",104.1609,"2021-06-08T16:57:45.667 UTC",375.57266,
"2021-06-08T16:57:46.687 UTC",263.33246,"2021-06-08T16:57:46.687 UTC",108.8288,"2021-06-08T16:57:46.687 UTC",372.16126,
"2021-06-08T16:57:47.698 UTC",256.16199,"2021-06-08T16:57:47.698 UTC",113.03742,"2021-06-08T16:57:47.698 UTC",369.1994,
"2021-06-08T16:57:48.710 UTC",264.84753,"2021-06-08T16:57:48.710 UTC",105.85486,"2021-06-08T16:57:48.710 UTC",370.70239,
"2021-06-08T16:57:49.721 UTC",283.3229,"2021-06-08T16:57:49.721 UTC",96.10872,"2021-06-08T16:57:49.721 UTC",379.43162,
"2021-06-08T16:57:50.732 UTC",299.01266,"2021-06-08T16:57:50.732 UTC",85.83886,"2021-06-08T16:57:50.732 UTC",384.85152,
"2021-06-08T16:57:51.741 UTC",304.0672,"2021-06-08T16:57:51.741 UTC",90.18154,"2021-06-08T16:57:51.741 UTC",394.24874,
"2021-06-08T16:57:52.751 UTC",297.17838,"2021-06-08T16:57:52.751 UTC",93.13782,"2021-06-08T16:57:52.751 UTC",390.3162,
"2021-06-08T16:57:53.762 UTC",312.1792,"2021-06-08T16:57:53.762 UTC",85.09268,"2021-06-08T16:57:53.762 UTC",397.27188,
"2021-06-08T16:57:54.772 UTC",323.44796,"2021-06-08T16:57:54.772 UTC",76.05025,"2021-06-08T16:57:54.772 UTC",399.49821,
"2021-06-08T16:57:55.781 UTC",327.92776,"2021-06-08T16:57:55.781 UTC",69.49021,"2021-06-08T16:57:55.781 UTC",397.41796,
"2021-06-08T16:57:56.794 UTC",305.04309,"2021-06-08T16:57:56.794 UTC",71.00254,"2021-06-08T16:57:56.794 UTC",376.04562,
"2021-06-08T16:57:57.805 UTC",319.60958,"2021-06-08T16:57:57.805 UTC",64.5163,"2021-06-08T16:57:57.805 UTC",384.12588,
"2021-06-08T16:57:58.815 UTC",337.83033,"2021-06-08T16:57:58.815 UTC",59.85108,"2021-06-08T16:57:58.815 UTC",397.6814,
"2021-06-08T16:57:59.828 UTC",358.56419,"2021-06-08T16:57:59.828 UTC",59.65492,"2021-06-08T16:57:59.828 UTC",418.21911,
"2021-06-08T16:58:00.838 UTC",351.47442,"2021-06-08T16:58:00.838 UTC",65.06677,"2021-06-08T16:58:00.838 UTC",416.54119,
"2021-06-08T16:58:01.849 UTC",340.57077,"2021-06-08T16:58:01.849 UTC",70.49874,"2021-06-08T16:58:01.849 UTC",411.06951,
"2021-06-08T16:58:02.860 UTC",341.18009,"2021-06-08T16:58:02.860 UTC",59.71698,"2021-06-08T16:58:02.860 UTC",400.89707,
"2021-06-08T16:58:03.871 UTC",363.63509,"2021-06-08T16:58:03.871 UTC",46.7311,"2021-06-08T16:58:03.871 UTC",410.36618,
"2021-06-08T16:58:04.883 UTC",380.88447,"2021-06-08T16:58:04.883 UTC",38.701,"2021-06-08T16:58:04.883 UTC",419.58547,
"2021-06-08T16:58:05.894 UTC",373.14706,"2021-06-08T16:58:05.894 UTC",49.8964,"2021-06-08T16:58:05.894 UTC",423.04346,
