"Endpoint RX Packet Loss Percentage",
Date,"cv_udp-1.2-1.wlan000--1.0.0-A/Packet Loss Percent",Date,"cv_udp-1.2-1.wlan000--1.0.0-B/Packet Loss Percent",Date,"cv_tcp-1.2-1.wlan000--1.0.0-A/Packet Loss Percent",Date,"cv_tcp-1.2-1.wlan000--1.0.0-B/Packet Loss Percent",
"2021-06-15T04:55:39.883 UTC",0,"2021-06-15T04:55:39.883 UTC",0,NA,NA,NA,NA,
"2021-06-15T04:55:40.898 UTC",0,"2021-06-15T04:55:40.898 UTC",0,NA,NA,NA,NA,
"2021-06-15T04:55:41.910 UTC",0,"2021-06-15T04:55:41.910 UTC",0.17588,NA,NA,NA,NA,
"2021-06-15T04:55:42.924 UTC",0,"2021-06-15T04:55:42.924 UTC",0.22553,NA,NA,NA,NA,
"2021-06-15T04:55:43.935 UTC",0,"2021-06-15T04:55:43.935 UTC",0.27191,NA,NA,NA,NA,
"2021-06-15T04:55:44.948 UTC",0,"2021-06-15T04:55:44.948 UTC",0.32367,NA,NA,NA,NA,
"2021-06-15T04:55:45.961 UTC",0,"2021-06-15T04:55:45.961 UTC",0.32367,NA,NA,NA,NA,
"2021-06-15T04:55:46.974 UTC",0,"2021-06-15T04:55:46.974 UTC",0.30812,NA,NA,NA,NA,
"2021-06-15T04:55:47.986 UTC",0,"2021-06-15T04:55:47.986 UTC",0.34683,NA,NA,NA,NA,
"2021-06-15T04:55:48.999 UTC",0,"2021-06-15T04:55:48.999 UTC",6.61408,NA,NA,NA,NA,
"2021-06-15T04:55:50.011 UTC",0,"2021-06-15T04:55:50.011 UTC",6.63304,NA,NA,NA,NA,
"2021-06-15T04:55:51.022 UTC",0,"2021-06-15T04:55:51.022 UTC",6.56982,NA,NA,NA,NA,
"2021-06-15T04:55:52.035 UTC",0,"2021-06-15T04:55:52.035 UTC",0.32724,NA,NA,NA,NA,
"2021-06-15T04:55:53.047 UTC",0,"2021-06-15T04:55:53.047 UTC",0.31599,NA,NA,NA,NA,
"2021-06-15T04:55:54.060 UTC",0,"2021-06-15T04:55:54.060 UTC",0.64805,NA,NA,NA,NA,
"2021-06-15T04:55:55.073 UTC",0,"2021-06-15T04:55:55.073 UTC",0.60974,NA,NA,NA,NA,
"2021-06-15T04:55:56.150 UTC",0,"2021-06-15T04:55:56.150 UTC",0.62073,NA,NA,NA,NA,
"2021-06-15T04:55:57.162 UTC",0,"2021-06-15T04:55:57.162 UTC",0.31883,NA,NA,NA,NA,
"2021-06-15T04:55:58.176 UTC",0,"2021-06-15T04:55:58.176 UTC",0.32557,NA,NA,NA,NA,
"2021-06-15T04:55:59.188 UTC",0,"2021-06-15T04:55:59.188 UTC",0.34156,NA,NA,NA,NA,
"2021-06-15T04:56:00.199 UTC",0,"2021-06-15T04:56:00.199 UTC",1.53153,NA,NA,NA,NA,
"2021-06-15T04:56:01.213 UTC",0,"2021-06-15T04:56:01.213 UTC",1.52876,NA,NA,NA,NA,
"2021-06-15T04:56:02.225 UTC",0,"2021-06-15T04:56:02.225 UTC",1.46785,NA,NA,NA,NA,
"2021-06-15T04:56:03.239 UTC",0,"2021-06-15T04:56:03.239 UTC",1.79845,NA,NA,NA,NA,
"2021-06-15T04:56:04.253 UTC",0,"2021-06-15T04:56:04.253 UTC",13.46196,NA,NA,NA,NA,
"2021-06-15T04:56:05.265 UTC",0,"2021-06-15T04:56:05.265 UTC",13.95913,NA,NA,NA,NA,
"2021-06-15T04:56:06.280 UTC",0,"2021-06-15T04:56:06.280 UTC",8.25796,NA,NA,NA,NA,
"2021-06-15T04:56:07.293 UTC",0,"2021-06-15T04:56:07.293 UTC",0.302,NA,NA,NA,NA,
"2021-06-15T04:56:08.307 UTC",0,"2021-06-15T04:56:08.307 UTC",0.32475,NA,NA,NA,NA,
"2021-06-15T04:56:09.321 UTC",0,"2021-06-15T04:56:09.321 UTC",0.37049,NA,NA,NA,NA,
"2021-06-15T04:56:10.333 UTC",0,"2021-06-15T04:56:10.333 UTC",1.29916,NA,NA,NA,NA,
"2021-06-15T04:56:11.345 UTC",0,"2021-06-15T04:56:11.345 UTC",2.14978,NA,NA,NA,NA,
"2021-06-15T04:56:12.359 UTC",0,"2021-06-15T04:56:12.359 UTC",2.14139,NA,NA,NA,NA,
"2021-06-15T04:56:13.371 UTC",0,"2021-06-15T04:56:13.371 UTC",1.24708,NA,NA,NA,NA,
"2021-06-15T04:56:14.384 UTC",0,"2021-06-15T04:56:14.384 UTC",0.37191,NA,NA,NA,NA,
"2021-06-15T04:56:15.396 UTC",0,"2021-06-15T04:56:15.396 UTC",0.33255,NA,NA,NA,NA,
"2021-06-15T04:56:16.408 UTC",0,"2021-06-15T04:56:16.408 UTC",0.33272,NA,NA,NA,NA,
"2021-06-15T04:56:17.420 UTC",0,"2021-06-15T04:56:17.420 UTC",0.33094,NA,NA,NA,NA,
"2021-06-15T04:56:18.434 UTC",0,"2021-06-15T04:56:18.434 UTC",1.63945,NA,NA,NA,NA,
"2021-06-15T04:56:19.449 UTC",0,"2021-06-15T04:56:19.449 UTC",8.29041,NA,NA,NA,NA,
"2021-06-15T04:56:20.465 UTC",0,"2021-06-15T04:56:20.465 UTC",8.97361,NA,NA,NA,NA,
"2021-06-15T04:56:21.476 UTC",0,"2021-06-15T04:56:21.476 UTC",4.03788,NA,NA,NA,NA,
"2021-06-15T04:56:22.489 UTC",0,"2021-06-15T04:56:22.489 UTC",0.98053,NA,NA,NA,NA,
"2021-06-15T04:56:23.501 UTC",0,"2021-06-15T04:56:23.501 UTC",0.24141,NA,NA,NA,NA,
"2021-06-15T04:56:24.513 UTC",0,"2021-06-15T04:56:24.513 UTC",0.13796,NA,NA,NA,NA,
"2021-06-15T04:56:25.524 UTC",0,"2021-06-15T04:56:25.524 UTC",0.15559,NA,NA,NA,NA,
"2021-06-15T04:56:26.536 UTC",0,"2021-06-15T04:56:26.536 UTC",0.15559,NA,NA,NA,NA,
"2021-06-15T04:56:27.549 UTC",0,"2021-06-15T04:56:27.549 UTC",0.15776,NA,NA,NA,NA,
"2021-06-15T04:56:28.562 UTC",0,"2021-06-15T04:56:28.562 UTC",0.32049,NA,NA,NA,NA,
"2021-06-15T04:56:29.574 UTC",0,"2021-06-15T04:56:29.574 UTC",0.56798,NA,NA,NA,NA,
"2021-06-15T04:56:30.588 UTC",0,"2021-06-15T04:56:30.588 UTC",0.71581,NA,NA,NA,NA,
"2021-06-15T04:56:31.599 UTC",0,"2021-06-15T04:56:31.599 UTC",0.70797,NA,NA,NA,NA,
"2021-06-15T04:56:32.612 UTC",0,"2021-06-15T04:56:32.612 UTC",0.33518,NA,NA,NA,NA,
"2021-06-15T04:56:33.630 UTC",0,"2021-06-15T04:56:33.630 UTC",0.29748,NA,NA,NA,NA,
"2021-06-15T04:56:34.642 UTC",0,"2021-06-15T04:56:34.642 UTC",0.27559,NA,NA,NA,NA,
"2021-06-15T04:56:35.663 UTC",0,"2021-06-15T04:56:35.663 UTC",0.2939,NA,NA,NA,NA,
"2021-06-15T04:56:36.675 UTC",0,"2021-06-15T04:56:36.675 UTC",0.26498,NA,NA,NA,NA,
"2021-06-15T04:56:37.688 UTC",0,"2021-06-15T04:56:37.688 UTC",0.32847,NA,NA,NA,NA,
"2021-06-15T04:56:38.701 UTC",0,"2021-06-15T04:56:38.701 UTC",0.36742,NA,NA,NA,NA,
"2021-06-15T04:56:39.714 UTC",0,"2021-06-15T04:56:39.714 UTC",0.47376,NA,NA,NA,NA,
"2021-06-15T04:56:40.724 UTC",0,"2021-06-15T04:56:40.724 UTC",1.18579,NA,NA,NA,NA,
